CS,ELE_qt7,SL_qt7,AMP_gmt7,AMT_jnb7,AME_qt7,NDVI_qt7,NL_std6,POP_std6,GDP_qt7,DTW_std6,DTG_qt7,DTH_qt7,DTC_qt7
171.83,2,3,3,6,6,3,1,1,4,2,2,3,1
264.75,2,3,4,6,6,2,2,2,6,2,0,1,1
220.15,5,3,4,2,2,3,1,1,3,2,0,3,4
264.75,2,4,4,6,6,4,1,1,4,2,3,1,3
264.75,3,5,4,4,3,2,1,1,4,4,2,4,5
175.54,2,5,3,6,6,2,1,1,5,2,4,1,4
175.54,3,1,4,4,4,2,1,1,4,5,5,5,3
175.54,4,5,4,3,2,3,1,1,4,3,1,2,4
239.76,2,6,4,5,6,5,1,1,3,2,5,4,5
239.76,3,3,4,4,5,4,1,1,3,3,4,3,4
264.75,2,5,4,6,6,6,1,1,5,2,4,4,3
264.75,3,6,4,5,6,6,1,1,4,4,5,6,2
264.75,2,6,5,5,5,5,1,1,3,2,3,3,5
264.75,3,5,4,4,6,4,1,1,3,3,4,3,4
264.75,2,3,4,6,6,3,1,1,5,3,1,2,4
189.77,3,3,4,3,3,3,1,1,3,3,3,3,5
0.0,0,0,3,2,2,0,1,1,3,1,0,0,0
175.54,2,6,3,6,6,1,1,1,2,1,6,6,4
214.76,2,4,4,5,6,6,1,1,4,3,5,6,2
264.75,3,1,4,4,6,4,1,1,3,6,4,4,3
188.98,2,1,4,5,6,6,1,1,4,2,3,6,3
164.78,3,0,3,4,5,0,1,1,3,1,5,6,2
264.75,2,4,4,5,5,6,1,1,5,2,2,4,3
214.76,2,3,4,6,6,3,1,1,5,3,2,3,2
264.75,2,5,4,6,6,4,1,1,4,4,5,6,0
175.54,3,6,4,4,3,6,1,1,3,4,3,4,5
264.75,3,5,3,4,6,6,1,1,3,3,4,5,2
264.75,3,2,3,4,3,5,1,1,3,2,5,6,3
264.75,3,5,5,4,3,5,1,1,4,3,3,3,3
264.75,2,3,4,5,6,3,1,2,5,3,2,0,4
264.75,2,2,4,6,6,6,1,1,5,2,2,3,1
175.54,3,1,4,4,3,5,1,1,4,6,5,5,2
264.75,2,3,4,6,6,5,1,1,4,2,4,5,2
172.85,3,2,4,4,5,2,1,1,3,3,2,1,5
175.54,3,1,3,5,6,3,1,1,3,6,3,3,4
239.76,3,4,4,4,3,5,1,1,3,3,2,0,5
264.75,2,2,4,6,6,4,1,1,5,2,0,1,2
220.15,3,2,4,4,4,6,1,1,3,6,5,4,2
264.75,4,6,4,3,3,5,1,1,2,3,2,0,2
242.51,3,2,4,4,4,4,1,1,4,5,5,4,5
264.75,3,3,4,5,5,6,1,1,5,2,2,4,2
172.85,3,1,4,4,6,2,1,1,4,2,0,1,2
164.78,2,3,4,5,6,4,1,1,4,4,5,6,3
264.75,4,6,4,3,3,3,1,1,3,4,4,3,6
175.54,3,0,4,4,6,2,1,1,4,5,4,4,0
264.75,4,6,4,3,3,6,1,1,3,3,4,2,4
239.76,3,2,3,4,3,4,1,1,3,3,4,3,3
264.75,3,3,4,4,3,5,1,1,4,3,1,3,5
264.75,2,3,3,5,6,4,1,1,3,4,3,4,3
164.78,3,1,3,4,6,5,1,1,3,5,3,1,2
220.15,2,2,4,6,6,1,1,1,4,2,2,2,4
239.76,2,1,4,6,6,2,1,2,4,2,4,3,0
164.78,3,2,3,3,3,3,1,1,3,2,5,4,3
264.75,2,4,4,6,6,4,1,1,4,2,3,5,2
214.77,3,2,4,5,6,2,1,1,3,2,1,4,5
264.75,2,3,4,5,6,4,1,1,4,3,2,4,2
167.47,2,2,3,6,6,2,4,5,6,2,0,0,0
18.48,2,3,3,6,6,2,6,4,6,1,0,0,0
167.47,3,2,4,4,6,3,1,1,3,3,4,4,5
175.54,5,3,4,2,2,2,1,1,4,3,1,3,4
242.45,3,4,4,5,6,6,1,1,4,4,4,6,2
57.75,2,2,4,5,6,5,1,1,4,3,5,5,2
264.75,3,6,4,3,3,4,1,1,2,2,2,3,4
175.54,2,5,4,6,6,4,1,2,4,2,4,0,5
254.91,2,5,3,5,6,6,1,1,5,2,2,4,4
214.76,2,3,4,6,6,1,1,1,4,2,2,2,2
239.76,2,4,4,5,6,6,1,1,4,5,4,6,1
167.47,2,3,5,6,6,3,1,1,4,2,4,2,4
264.75,3,4,3,4,4,4,1,1,3,4,4,5,3
0.19,2,1,4,6,6,2,1,1,4,2,4,5,0
170.16,2,0,4,6,6,1,1,2,4,2,5,3,1
164.78,3,1,4,5,6,2,1,2,4,2,1,0,3
264.75,3,1,4,4,3,4,1,1,3,3,3,5,6
189.77,2,2,4,6,6,4,1,1,4,2,3,5,0
264.75,3,5,4,4,6,5,1,1,3,2,1,2,3
239.76,3,3,4,3,4,4,1,1,3,3,4,4,3
170.16,2,1,3,6,6,1,1,1,5,2,2,0,4
264.75,3,6,4,4,6,4,1,1,4,3,5,5,4
264.75,2,2,4,6,6,3,1,1,4,2,0,1,2
264.75,2,1,4,6,6,2,1,1,4,2,0,2,2
164.78,3,0,4,4,6,4,1,1,4,2,1,1,4
220.15,4,3,4,3,2,1,1,1,4,4,2,5,4
264.75,2,2,4,5,6,6,1,1,5,3,3,1,3
175.54,2,6,4,6,6,1,1,1,6,1,0,0,0
264.75,3,1,4,4,6,5,1,1,3,4,3,2,3
175.54,3,5,4,4,4,6,1,1,4,4,3,4,5
214.76,3,3,4,4,4,5,1,1,3,3,3,3,6
167.47,2,0,4,6,6,2,1,1,4,1,1,0,0
264.75,2,4,4,5,6,6,1,1,4,3,3,5,2
264.75,3,6,3,4,6,5,1,1,3,3,5,5,1
18.48,3,2,4,4,6,2,1,1,3,4,3,1,2
242.45,3,4,4,4,3,4,2,1,3,3,1,4,4
264.75,2,3,4,6,6,5,1,1,4,2,5,5,1
242.45,3,2,4,4,6,4,1,1,4,5,5,5,4
175.54,2,3,4,6,6,1,1,1,4,2,1,1,2
264.75,3,6,3,3,3,5,1,1,2,2,6,6,5
264.75,3,4,4,4,3,6,1,1,5,2,3,5,3
175.54,2,6,4,5,6,4,1,1,2,1,1,0,0
264.75,2,2,4,6,6,5,1,1,6,2,1,1,2
175.54,3,1,4,3,3,2,1,1,3,3,3,2,5
264.75,2,5,4,5,6,6,1,1,4,3,2,4,3
264.75,2,3,4,6,6,4,1,1,5,2,1,2,1
164.78,3,0,4,5,6,2,1,1,3,2,1,3,4
264.75,4,1,4,3,2,4,1,1,3,3,3,4,4
264.75,2,2,4,6,6,2,1,1,4,2,2,0,2
264.75,3,6,4,4,3,6,1,1,4,5,3,5,3
242.45,3,3,4,4,5,4,1,1,3,3,3,4,6
264.75,3,6,4,3,3,6,1,1,3,4,4,5,6
264.75,2,6,4,6,6,5,1,1,5,2,1,2,1
264.75,3,3,4,5,4,4,1,1,4,3,2,5,3
175.54,4,4,4,3,2,5,1,1,3,3,5,5,6
264.75,2,3,4,6,6,6,1,1,4,3,2,5,4
126.32,2,0,3,6,6,2,2,1,6,2,1,0,1
264.75,3,5,4,4,4,6,1,1,3,2,4,4,4
264.75,2,5,4,5,6,6,1,1,4,4,5,6,2
164.78,3,1,4,4,6,2,2,2,3,2,0,1,1
264.75,2,5,4,5,6,5,1,1,4,2,2,5,5
214.76,2,4,4,6,6,4,1,1,5,2,4,1,1
264.75,2,3,4,6,6,2,3,2,4,2,0,0,2
264.75,3,4,4,5,6,3,1,1,3,6,4,3,4
164.78,2,6,4,6,6,4,1,1,4,3,5,4,3
175.54,2,5,4,6,6,3,1,1,6,2,0,1,1
264.75,3,6,4,4,3,6,1,1,6,2,4,5,4
264.75,3,5,4,4,3,6,1,1,3,4,3,0,5
264.75,2,1,3,6,6,1,1,1,4,2,4,4,2
175.54,3,4,4,4,6,3,1,1,3,3,2,1,2
264.75,2,5,4,6,6,5,1,1,4,2,2,4,2
264.75,3,6,4,4,3,6,1,1,3,2,3,5,6
236.83,2,6,4,6,6,3,1,1,4,2,2,5,0
123.63,2,2,4,6,6,1,5,3,4,1,0,0,0
239.76,2,2,3,6,6,1,1,1,5,1,2,2,4
264.75,3,5,4,4,3,6,1,1,3,3,4,3,5
264.75,3,5,4,3,3,6,1,1,3,4,5,5,6
97.01,2,1,4,6,6,1,3,3,4,2,0,1,0
264.75,2,5,4,6,6,4,1,1,4,2,3,5,2
264.75,2,5,4,4,4,6,1,1,3,2,3,4,6
164.78,3,2,4,4,3,6,1,1,4,3,3,3,4
264.75,2,5,3,5,6,5,1,1,3,2,4,5,0
264.75,2,1,4,6,6,1,2,2,4,1,1,0,0
264.75,2,5,5,5,6,4,1,1,4,2,3,4,5
175.54,2,3,3,6,6,1,1,1,4,2,4,4,4
264.75,2,2,4,6,6,4,1,1,4,2,2,1,0
264.75,2,5,3,5,6,2,1,1,2,2,6,6,4
197.84,2,6,4,5,6,6,1,1,3,2,5,2,5
264.75,3,5,4,3,3,6,1,1,2,3,3,1,3
164.78,2,4,4,5,6,3,1,1,5,2,3,2,3
175.54,4,4,4,3,3,3,1,1,3,4,4,5,6
214.77,2,2,4,6,6,4,1,1,4,3,4,5,0
264.75,2,3,4,6,6,2,1,1,4,2,1,1,1
242.45,4,6,4,3,2,5,1,1,2,3,3,4,4
242.45,3,4,4,3,3,6,1,1,3,3,3,3,6
164.78,3,0,4,5,6,2,1,2,4,2,0,1,1
264.75,2,4,5,5,5,6,1,1,3,4,3,2,6
164.78,2,4,4,5,6,6,1,1,4,2,5,5,0
175.54,3,0,4,4,6,1,1,1,3,4,3,1,5
264.75,3,6,4,4,3,5,1,1,4,2,4,4,4
175.54,2,1,4,6,6,2,1,1,5,2,2,0,4
264.75,2,2,4,6,6,3,1,1,5,1,0,1,0
264.75,3,2,4,4,6,0,1,1,4,6,4,5,4
264.75,2,3,4,6,6,4,1,1,5,3,1,0,4
264.75,3,4,4,4,6,4,1,1,3,4,2,2,0
264.75,2,1,4,5,6,6,1,1,5,2,2,3,4
175.54,2,4,4,6,6,3,2,3,6,2,0,0,1
242.89,3,4,3,4,5,6,1,1,3,4,3,5,2
264.75,3,2,4,4,6,4,1,1,3,3,3,4,6
199.56,2,2,3,6,6,0,2,1,6,2,1,0,0
264.75,3,5,3,4,6,5,1,1,3,4,3,4,3
197.84,4,1,4,3,2,2,1,1,3,3,4,2,5
230.06,2,1,3,6,6,2,1,1,5,2,2,0,0
264.75,3,2,4,4,6,5,1,1,3,4,4,5,6
264.75,3,3,3,4,6,5,1,1,3,3,5,5,1
204.52,2,5,3,6,6,0,1,1,4,2,5,5,5
91.63,2,0,3,6,6,2,1,2,5,2,2,0,4
172.85,3,5,4,4,5,6,1,1,3,4,5,4,6
242.45,3,5,4,4,3,5,1,1,3,5,3,5,4
264.75,3,6,4,5,6,6,1,1,4,2,3,5,3
264.75,4,4,3,3,3,6,1,1,3,2,6,6,1
220.15,2,2,3,6,6,2,2,1,5,2,0,0,1
264.75,3,3,3,4,5,6,1,1,3,2,5,6,1
264.75,4,5,4,3,2,2,1,1,3,4,5,3,6
175.54,3,0,3,4,4,0,1,1,3,4,3,5,3
264.75,2,6,4,6,6,6,1,1,5,2,1,3,1
264.75,3,2,4,4,5,4,1,1,3,4,4,1,4
214.76,3,3,3,5,6,3,1,1,2,2,6,6,5
264.75,2,6,4,6,6,6,1,1,4,2,5,5,0
164.78,2,1,4,6,6,3,1,1,5,3,0,3,2
264.75,3,4,3,4,6,4,1,1,3,3,5,5,3
264.75,3,6,4,4,4,6,1,1,3,2,3,5,6
264.75,2,2,4,6,6,5,1,1,5,3,1,3,3
170.16,2,1,4,6,6,1,1,2,5,2,0,1,2
164.78,2,1,4,5,6,4,1,1,4,2,5,4,1
214.76,2,2,4,6,6,4,1,1,4,2,3,5,0
264.75,2,6,4,5,6,0,1,1,4,2,3,4,1
239.76,3,5,4,4,3,6,1,1,4,3,5,5,1
264.75,3,3,4,5,6,5,1,1,5,3,2,4,0
175.54,2,4,3,6,6,1,1,1,4,3,4,4,3
264.75,2,5,3,6,6,2,1,1,4,2,2,3,1
167.47,2,3,4,6,6,1,1,1,4,2,5,4,1
264.75,3,3,3,3,3,0,1,1,3,5,1,1,4
264.75,2,4,4,5,6,4,1,1,5,2,4,5,3
264.75,3,4,3,4,6,4,1,1,3,4,4,0,3
164.78,2,1,3,6,6,1,2,1,5,1,0,0,0
175.54,2,4,4,6,6,2,1,1,5,2,3,0,4
242.45,2,2,4,6,6,5,1,1,4,4,5,5,4
264.75,3,5,4,3,3,6,1,1,3,3,3,1,5
175.54,3,4,4,4,6,1,1,1,3,2,1,1,4
264.75,2,3,4,6,6,3,1,1,4,2,0,3,3
214.77,3,2,3,4,4,3,1,1,3,3,5,6,2
214.76,3,5,5,5,4,5,1,1,4,3,4,3,6
175.54,3,1,4,4,6,2,1,1,3,3,3,5,6
264.75,3,6,4,3,3,4,1,1,4,3,1,3,5
164.78,3,4,4,3,3,5,1,1,3,2,4,3,4
175.54,3,0,4,4,6,1,1,1,3,4,3,1,5
197.84,3,1,4,5,5,5,1,1,5,3,2,1,4
197.84,2,5,4,4,5,5,1,1,3,3,4,4,6
164.78,3,0,4,5,6,1,1,2,3,3,1,3,5
264.75,2,5,4,5,5,6,1,1,4,2,2,4,5
243.67,3,2,4,4,5,5,1,1,4,4,5,5,4
264.75,2,3,3,6,6,1,3,2,5,2,0,1,3
239.76,2,4,3,6,6,2,1,1,4,2,3,2,2
175.54,2,4,3,6,6,1,1,1,5,1,2,2,2
175.54,5,1,3,2,2,0,1,1,2,2,6,6,3
264.75,3,5,4,4,3,5,1,1,5,3,3,4,1
264.75,2,5,4,6,6,4,1,1,5,2,2,3,1
175.54,3,1,4,4,5,4,1,1,3,3,3,4,5
264.75,3,2,4,4,6,3,1,1,3,4,2,4,6
264.75,3,4,4,4,6,4,1,1,3,3,3,4,6
264.75,3,3,4,5,6,4,1,1,3,4,3,0,1
175.54,2,5,4,5,6,4,1,1,2,1,1,2,1
264.75,3,4,3,4,6,0,1,1,3,6,2,3,3
264.75,2,5,4,6,6,6,1,1,4,3,5,6,1
175.54,4,2,4,3,2,3,1,1,3,4,2,4,5
264.75,3,3,4,5,6,4,1,1,4,4,5,5,3
189.77,2,2,4,6,6,2,1,1,4,2,1,1,2
172.85,3,3,3,4,5,3,1,1,3,4,4,4,3
175.54,3,5,4,4,5,4,1,1,4,4,5,5,4
264.75,3,4,4,4,3,6,1,1,3,4,5,2,6
175.54,2,1,3,6,6,2,3,1,6,1,0,0,1
175.54,3,1,4,4,6,2,1,1,3,3,2,2,1
164.78,2,3,4,5,6,3,1,1,5,2,3,1,3
41.34,2,3,4,6,6,4,1,1,4,2,5,4,2
0.0,0,0,3,3,2,0,1,1,2,1,0,0,0
175.54,3,4,4,4,6,3,1,1,3,2,0,2,3
264.75,3,4,4,4,5,6,1,1,2,2,0,0,1
264.75,3,6,3,4,6,0,1,1,2,2,6,6,4
18.48,2,0,3,6,6,1,6,6,6,1,0,0,0
197.84,4,4,4,3,2,3,1,1,3,3,4,3,6
264.75,3,3,3,3,3,6,1,1,3,3,3,5,4
264.75,2,2,4,6,6,6,1,1,5,3,1,3,4
264.75,2,5,4,5,6,6,1,1,4,4,5,6,0
214.77,3,3,4,3,3,5,1,1,2,2,2,2,3
264.75,3,3,4,4,4,6,1,1,3,3,5,4,6
242.45,4,5,4,3,2,5,1,1,3,3,2,2,5
264.75,2,4,4,6,6,5,1,1,4,2,4,5,1
197.84,3,1,4,4,6,2,1,1,3,3,3,5,6
164.78,2,0,4,6,6,1,4,2,4,2,2,1,0
164.78,2,2,4,6,6,4,1,1,4,3,4,0,5
264.75,4,6,4,3,2,4,1,1,3,3,4,2,6
264.75,3,3,4,4,5,5,1,1,2,2,0,2,4
175.54,3,3,4,4,4,4,1,1,3,4,3,4,2
264.75,2,3,4,5,6,0,1,1,5,3,3,4,5
264.75,3,3,3,3,3,4,1,1,3,3,5,4,3
175.54,4,3,4,3,3,3,1,1,3,3,3,0,3
164.78,3,0,4,5,6,2,1,2,4,2,1,0,4
264.75,2,6,4,5,6,2,1,1,2,2,0,0,2
264.75,2,2,4,6,6,6,1,1,4,5,3,5,2
175.54,3,2,4,4,4,3,1,1,4,5,4,5,2
170.16,3,2,4,4,3,6,1,1,3,3,2,0,5
264.75,2,3,4,6,6,3,1,1,4,3,5,6,0
91.63,3,1,4,4,4,4,1,1,3,2,5,4,3
264.75,3,6,3,5,6,3,1,1,3,3,3,2,1
164.78,2,5,4,5,6,4,1,2,3,3,5,0,6
175.54,4,0,4,3,2,2,1,1,3,2,2,4,5
264.75,3,6,5,4,3,6,1,1,3,2,4,4,6
264.75,3,4,4,4,6,6,1,1,3,4,3,2,5
264.75,3,2,4,5,6,0,1,1,4,2,3,5,3
264.75,3,6,4,4,5,6,1,1,4,2,5,4,5
164.78,3,1,4,4,5,3,1,1,4,5,5,5,5
164.78,2,4,4,5,6,4,1,1,6,3,3,4,1
264.75,2,3,4,6,6,4,1,1,5,2,0,2,1
264.75,3,1,4,4,6,2,1,1,3,3,2,4,5
239.76,3,4,4,3,3,6,1,1,3,3,3,2,5
175.54,3,0,4,4,6,1,1,1,3,4,4,5,6
189.77,2,3,4,6,6,5,1,1,4,2,4,6,3
264.75,3,6,4,5,5,5,1,1,3,3,3,1,5
264.75,3,6,4,3,3,6,1,1,3,3,4,2,6
0.0,0,0,4,4,6,0,1,1,3,1,0,0,0
239.76,2,1,3,6,6,2,1,1,5,2,1,2,3
242.45,3,1,4,4,6,2,1,1,3,4,4,5,6
264.75,3,3,4,3,3,4,1,1,3,2,2,4,5
264.75,4,4,3,3,2,6,1,1,2,3,3,4,4
264.75,3,5,4,5,6,6,1,1,4,3,3,5,2
175.54,2,2,3,6,6,1,1,1,4,2,3,0,3
264.75,3,5,3,4,6,5,1,1,3,2,6,6,0
175.54,3,3,4,4,3,4,1,1,4,4,2,4,5
264.75,3,1,4,3,3,5,1,1,3,4,4,2,5
167.47,2,3,3,6,6,2,1,1,6,2,0,0,1
164.78,3,0,3,4,6,2,1,2,3,2,5,6,0
264.75,3,6,4,4,6,4,1,1,3,2,1,1,4
0.0,0,0,4,5,6,0,1,1,4,1,0,0,0
164.78,2,0,4,6,6,1,1,2,4,1,4,2,0
189.77,2,2,4,6,6,6,1,1,5,3,2,3,1
214.76,2,2,4,6,6,3,1,1,4,2,0,2,1
264.75,3,3,3,4,5,0,1,1,3,6,2,2,4
264.75,5,5,3,2,2,0,1,1,2,3,6,6,5
264.75,2,6,5,5,6,6,1,1,3,2,5,2,4
264.75,3,4,4,5,6,4,1,1,4,5,5,5,0
264.75,2,6,4,6,6,5,1,1,4,2,3,5,0
164.78,2,6,4,5,6,4,1,1,5,3,2,2,3
264.75,3,5,4,4,5,6,1,1,3,2,2,4,5
264.75,3,4,4,4,3,6,1,1,3,4,3,3,5
264.75,2,6,4,5,5,5,1,1,5,3,0,2,3
175.54,2,5,3,5,6,1,1,1,2,1,6,6,5
175.54,2,3,3,6,6,1,1,1,4,2,1,3,3
264.75,2,3,3,6,6,3,1,1,5,2,3,0,3
164.78,3,0,4,5,6,2,1,1,4,2,0,2,3
264.75,2,4,4,6,6,2,1,2,5,2,0,0,2
175.54,2,1,3,6,6,2,1,1,4,2,4,4,1
164.78,2,3,4,5,6,5,1,1,3,2,4,2,6
264.75,2,4,4,6,6,6,1,1,4,4,5,6,1
264.75,3,5,4,5,6,6,1,1,3,2,5,5,6
264.75,2,5,4,6,6,6,1,1,4,3,5,6,2
264.75,3,2,4,4,5,6,1,1,3,2,0,2,4
97.01,3,1,4,4,6,3,1,1,3,4,3,1,5
220.15,3,6,4,5,6,4,1,1,2,2,1,3,4
264.75,3,3,4,4,6,5,1,1,3,2,2,3,5
164.78,3,6,4,4,5,4,1,1,4,5,4,5,3
264.75,2,5,4,6,6,6,1,1,4,2,0,0,2
264.75,2,3,4,6,6,6,1,1,4,2,0,0,3
264.75,3,6,4,4,4,6,1,1,4,2,4,2,4
264.75,3,6,5,5,4,6,1,1,3,2,3,4,6
242.45,3,6,4,3,3,5,1,1,3,4,5,5,6
175.54,3,4,4,4,6,1,1,1,3,2,1,1,3
264.75,2,4,3,6,6,2,1,1,5,2,0,1,4
164.78,3,0,4,5,6,1,1,1,4,3,2,2,5
164.78,2,2,4,5,6,4,1,1,4,3,5,4,6
197.84,3,1,4,4,5,2,1,1,3,4,3,3,6
264.75,3,2,4,4,6,4,1,1,3,2,2,3,5
264.75,3,5,3,4,6,6,1,1,3,3,6,6,2
239.76,3,3,4,4,3,5,1,1,3,3,3,2,5
214.76,3,4,3,4,5,5,1,1,3,2,4,4,2
264.75,3,5,3,4,5,4,1,1,3,3,5,5,1
264.75,3,4,4,5,6,3,1,1,3,5,4,3,3
264.75,2,3,4,6,6,6,1,6,6,2,0,1,2
264.75,3,6,4,4,5,5,1,1,3,2,5,4,5
214.76,2,3,4,6,6,2,1,1,6,1,0,0,0
264.75,3,5,4,5,5,6,1,1,4,2,5,5,0
239.76,3,6,4,4,3,4,1,1,3,4,3,1,6
164.78,2,1,3,6,6,1,1,1,4,1,2,1,3
264.75,2,3,4,6,6,2,1,1,4,2,4,0,1
264.75,3,5,3,4,6,4,1,1,3,3,3,4,0
189.77,2,6,4,6,6,4,1,1,4,2,5,1,4
85.18,1,0,4,6,6,1,2,1,5,1,1,0,0
18.48,2,1,3,6,6,1,2,1,6,2,0,0,1
264.75,4,4,4,3,2,6,1,1,2,3,3,3,4
264.75,3,2,3,4,5,5,1,1,3,3,5,5,1
214.76,2,5,4,5,6,6,1,1,4,4,5,5,1
189.77,3,4,4,4,4,5,1,1,5,3,3,2,4
264.75,3,6,4,5,6,4,1,1,4,2,1,2,3
242.45,3,1,4,4,6,3,1,1,3,4,4,2,3
164.78,2,1,5,5,5,4,1,1,3,2,3,4,5
239.76,2,2,3,5,6,3,1,1,3,3,3,3,1
175.54,3,1,4,5,6,1,1,2,3,2,1,0,4
242.45,3,2,4,4,5,2,1,1,4,5,4,4,2
264.75,2,3,4,5,6,3,1,1,4,2,3,0,2
91.63,3,0,4,5,6,2,1,2,4,2,0,2,3
264.75,2,4,4,5,6,3,1,1,4,2,5,3,1
264.75,3,6,4,4,4,6,1,1,3,3,5,3,6
172.19,2,3,3,6,6,1,1,1,2,2,6,6,3
220.15,2,2,4,5,4,6,1,1,4,4,4,5,3
164.78,2,1,4,6,6,1,1,1,4,2,4,3,0
214.77,3,4,4,4,5,6,1,1,6,2,3,3,2
264.75,3,3,4,4,4,4,1,1,3,3,3,3,5
264.75,2,1,3,6,6,2,1,1,5,1,3,0,4
264.75,2,6,4,6,6,5,1,1,4,2,1,4,2
175.54,2,6,4,6,6,2,1,1,4,2,2,5,5
264.75,4,1,4,3,3,6,1,1,3,2,3,5,6
175.54,3,0,4,3,3,2,1,1,3,3,3,3,4
214.76,2,5,4,5,6,4,1,1,4,3,5,1,5
164.78,3,3,4,5,6,5,1,1,4,3,4,2,5
242.45,3,2,4,4,5,3,1,1,4,5,5,5,0
170.16,2,1,3,6,6,2,3,2,5,2,0,0,1
264.75,3,4,4,4,6,5,1,1,3,5,3,2,4
264.75,2,3,4,6,6,3,1,1,4,2,0,2,2
175.54,2,4,5,6,6,4,1,1,4,2,3,4,5
242.45,3,2,3,4,6,5,1,1,3,2,5,4,2
264.75,3,6,4,4,3,5,1,1,4,4,5,5,5
167.47,3,0,4,5,6,1,1,2,3,3,1,2,4
164.78,2,4,4,5,6,5,1,1,5,3,1,3,4
0.19,2,4,4,5,6,3,1,1,2,2,2,0,2
264.75,3,4,3,4,4,6,1,1,3,4,3,2,2
264.75,3,5,4,4,3,6,1,1,5,2,4,3,3
189.77,3,6,4,4,3,4,1,1,3,3,5,2,5
264.75,3,4,4,3,3,3,1,1,3,3,3,2,4
264.75,3,3,4,4,3,6,1,1,4,5,4,5,3
264.75,2,4,4,6,6,0,1,1,4,3,2,5,0
264.75,3,2,4,4,4,6,1,1,3,4,4,1,6
239.76,3,2,3,4,5,4,1,1,3,3,5,5,1
172.85,2,6,4,5,6,4,1,1,5,2,4,1,2
264.75,2,1,4,5,6,6,1,1,5,3,3,4,5
264.75,2,1,4,5,6,6,1,1,5,3,2,3,3
170.16,2,3,4,6,6,3,1,1,5,2,1,0,1
264.75,3,6,4,4,3,4,1,1,2,2,0,3,4
175.54,3,5,4,4,3,4,1,1,3,4,2,1,5
264.75,3,3,4,4,3,5,1,1,3,4,3,3,6
264.75,2,3,4,6,6,6,1,1,5,3,1,2,4
189.77,3,2,4,4,3,6,1,1,3,3,3,0,6
164.78,2,6,4,6,6,3,1,1,4,2,4,6,3
197.84,4,4,4,3,2,3,1,1,3,3,4,6,6
259.85,3,3,3,4,3,2,1,1,3,3,4,6,3
264.75,2,2,4,6,6,6,1,1,5,2,1,1,1
264.75,2,5,4,5,5,4,1,1,4,5,3,5,3
264.75,3,2,4,4,6,6,1,1,3,5,4,4,1
242.45,4,1,4,3,3,4,1,1,3,3,3,5,6
264.75,3,5,4,4,3,6,1,1,3,3,4,4,6
264.75,2,2,4,5,6,4,1,1,5,2,2,1,4
189.77,2,4,4,5,6,6,1,1,4,5,4,5,3
192.46,3,3,4,5,6,3,1,1,3,4,4,0,3
264.75,2,5,4,5,6,5,1,1,3,3,4,3,3
264.75,2,3,4,5,5,6,1,1,5,3,3,3,3
264.75,2,5,4,6,6,5,1,1,5,2,1,0,1
264.75,2,5,4,5,6,4,1,1,4,2,3,3,5
214.77,2,2,4,6,6,5,1,1,4,3,5,6,2
264.75,2,5,4,6,6,6,1,1,5,3,0,0,4
186.71,3,2,3,4,6,3,1,1,3,6,2,3,4
220.15,3,0,4,4,6,1,1,1,3,2,1,3,5
264.75,3,6,3,4,6,3,1,1,3,4,4,5,1
170.16,3,2,4,4,3,3,1,1,3,2,2,1,5
264.75,2,2,3,6,6,2,1,1,5,2,2,1,4
239.76,3,2,4,5,5,5,1,1,5,3,2,2,4
214.77,3,3,4,4,6,5,1,1,3,4,3,3,4
189.77,2,1,4,6,6,3,1,2,4,3,4,6,0
239.76,3,4,3,4,6,3,1,1,3,2,5,6,2
264.75,3,3,3,4,5,6,1,1,3,4,2,0,2
264.75,3,2,4,4,3,6,1,1,3,3,4,2,5
167.47,2,3,4,5,6,5,1,1,3,2,5,0,4
264.75,3,4,4,3,3,4,1,1,3,3,4,2,5
167.47,3,1,3,4,4,3,1,1,3,3,4,6,3
242.45,2,5,4,6,6,2,1,1,5,2,3,1,4
175.54,3,0,4,4,6,1,1,2,3,3,2,4,6
239.76,3,4,4,3,3,4,1,1,2,2,2,2,3
264.75,3,2,3,4,6,4,1,1,3,6,2,2,3
264.75,3,4,3,4,6,3,1,1,3,3,4,5,4
264.75,2,6,4,5,6,6,1,1,3,3,3,1,6
264.75,2,6,4,5,6,6,1,1,5,2,4,4,4
0.19,2,0,4,6,6,2,1,1,4,1,2,4,0
264.75,2,4,4,6,6,5,1,1,5,3,0,2,3
175.54,3,1,4,4,6,2,1,1,3,4,3,0,6
175.54,3,2,3,4,6,5,1,1,3,3,4,5,3
264.75,2,5,4,5,6,6,1,1,5,2,4,4,3
264.75,2,5,4,5,5,6,1,1,4,4,4,5,4
264.75,3,1,4,4,6,5,1,1,3,4,4,4,6
175.54,3,4,4,5,4,5,1,1,4,4,3,2,5
214.76,2,4,4,6,6,1,2,1,4,2,3,0,1
264.75,2,2,4,6,6,4,1,1,5,3,2,3,3
264.75,3,4,4,4,3,3,1,1,4,5,3,5,3
264.75,2,5,4,5,6,6,1,1,4,3,4,5,2
169.05,2,3,3,6,6,2,1,1,5,2,1,0,4
242.45,3,2,4,4,4,6,1,1,3,4,4,1,2
189.77,2,3,4,6,6,6,1,1,4,3,1,4,3
164.78,2,2,4,5,6,4,1,1,3,3,4,3,4
239.76,3,5,4,4,3,6,1,1,3,2,5,3,5
264.75,2,5,4,6,6,6,1,1,4,3,5,6,2
