CS,ELE_qt7,SL_qt7,AMP_gmt7,AMT_uni6,AME_jnb7,NDVI_qt7,NL_std6,POP_qt7,GDP_qt7,DTW_std6,DTG_std7,DTH_std6,DTC_qt7
125.97,6,4,3,2,0,0,1,0,1,2,2,2,3
264.75,4,5,3,3,4,6,1,2,0,2,2,2,3
242.45,4,3,2,3,5,2,1,3,0,2,1,2,2
175.54,4,6,2,3,4,2,1,4,1,2,1,2,1
197.84,6,1,3,2,1,1,1,0,0,2,2,2,0
264.75,4,5,3,3,4,6,1,1,1,2,2,2,6
175.54,6,5,3,2,1,0,1,2,1,2,2,3,3
125.97,6,3,3,1,0,0,1,1,0,2,2,3,6
175.54,6,2,3,2,1,0,1,0,1,2,2,4,2
264.75,4,5,3,3,3,6,1,1,0,3,2,2,4
242.45,5,2,3,2,2,2,1,2,1,2,2,2,5
175.54,4,4,3,3,3,6,1,3,1,2,2,2,1
138.36,6,3,3,2,0,0,1,0,0,3,2,2,4
220.15,5,4,3,2,2,5,1,2,1,2,2,2,3
264.75,4,4,3,2,2,4,1,1,1,2,2,3,2
220.15,5,5,3,2,2,5,1,2,1,2,2,2,5
264.75,3,6,3,3,4,6,1,2,2,2,2,2,6
175.54,5,2,2,2,3,2,1,2,1,3,2,4,1
264.75,3,4,2,4,5,5,1,3,3,2,2,3,0
264.75,4,6,3,2,1,4,1,0,2,2,3,3,3
264.75,3,6,2,3,5,6,1,3,2,3,2,3,1
242.45,4,4,3,3,3,5,1,2,1,3,2,4,0
175.54,6,3,3,2,1,0,1,3,2,2,3,4,4
175.54,6,1,3,2,2,2,1,0,1,2,2,3,5
175.54,4,1,3,3,4,2,1,2,3,2,2,2,0
175.54,5,2,2,2,2,1,1,3,0,3,3,3,4
175.54,6,1,3,2,2,2,1,1,0,2,2,3,4
175.54,5,2,3,2,3,1,1,2,1,3,2,2,6
264.75,4,5,3,3,3,4,1,3,1,2,2,2,4
182.97,5,4,3,2,2,2,1,2,1,2,2,2,5
175.54,6,2,3,2,2,1,1,3,0,3,2,2,2
125.97,6,3,3,2,1,0,1,2,0,2,2,2,5
175.54,5,4,3,2,2,5,1,2,1,3,2,2,4
264.75,5,5,3,2,2,5,1,1,0,2,2,2,3
175.54,5,0,3,2,1,1,1,2,2,1,2,4,5
125.97,6,4,4,2,0,0,1,0,3,2,2,2,3
175.54,6,1,3,2,1,0,1,0,1,2,2,4,3
175.54,6,2,3,1,1,0,1,1,1,2,2,3,4
175.54,6,1,3,2,1,1,1,1,1,2,2,2,4
138.36,6,6,3,2,1,0,1,2,0,1,2,3,3
175.54,5,5,3,2,2,3,1,2,0,3,2,2,5
264.75,4,3,3,2,2,5,1,0,1,3,2,3,5
175.54,6,5,3,2,1,1,1,2,0,3,2,3,4
242.45,5,4,3,2,1,1,1,1,0,2,2,2,5
175.54,5,0,2,2,3,1,1,1,0,2,2,2,6
264.75,4,5,3,2,3,5,1,2,1,3,2,2,4
175.54,6,6,3,2,1,1,1,2,1,2,3,3,5
175.54,6,3,3,2,1,3,1,1,2,2,3,4,2
175.54,5,1,3,2,2,0,1,2,3,2,2,2,0
197.84,3,4,3,4,5,5,1,5,2,2,1,1,1
220.15,5,4,3,2,3,2,1,3,0,2,2,2,1
175.54,5,4,3,2,2,1,1,2,1,3,2,2,5
235.01,3,6,3,3,4,6,1,2,1,3,2,3,4
175.54,4,4,3,2,2,4,1,2,0,2,2,2,5
175.54,6,4,3,2,1,1,1,1,0,3,2,2,3
264.75,4,6,3,2,3,4,1,3,1,2,2,2,5
175.54,4,6,3,2,2,3,1,2,2,2,2,4,3
175.54,6,2,3,1,1,0,1,0,1,2,2,3,5
197.84,4,4,3,3,3,6,1,2,1,3,2,3,6
264.75,4,6,3,2,2,2,1,1,3,2,2,2,2
264.75,4,5,3,2,3,6,1,1,2,3,2,3,3
264.75,4,6,3,3,4,6,1,2,1,2,2,3,0
175.54,6,3,3,1,0,0,1,3,2,2,2,3,5
175.54,3,5,2,3,5,1,1,5,2,2,1,2,0
264.75,4,6,2,3,4,3,1,2,0,2,1,2,3
264.75,4,6,3,3,3,6,1,2,1,2,3,4,1
182.97,6,1,3,2,1,1,1,0,0,2,2,3,4
175.54,6,2,3,1,1,0,1,0,1,2,2,4,4
264.75,5,4,3,2,1,1,1,0,2,2,2,4,4
264.75,3,6,3,3,5,6,1,4,2,3,2,2,1
175.54,5,4,2,3,3,4,1,2,0,2,3,3,4
205.28,5,4,3,3,3,5,1,3,3,3,3,4,1
205.28,5,3,3,2,3,4,1,2,0,2,2,2,6
264.75,4,4,3,3,4,4,1,3,1,3,2,2,5
175.54,4,2,3,3,3,3,1,3,1,2,2,4,1
264.75,4,6,2,3,4,4,1,3,0,2,1,2,0
264.75,5,5,3,2,2,1,1,3,0,2,2,2,2
175.54,5,2,3,2,2,4,1,2,1,3,2,2,5
175.54,6,3,3,2,2,1,1,2,1,2,2,2,6
175.54,6,2,3,1,0,0,1,0,1,3,2,2,1
197.84,5,6,3,2,3,2,1,3,0,1,2,3,0
264.75,4,4,3,2,3,3,1,0,0,3,2,2,4
175.54,6,3,3,1,0,0,1,0,2,1,2,3,4
175.54,4,4,3,3,4,2,1,4,1,2,1,2,3
264.75,4,6,3,3,3,6,1,1,1,2,2,3,3
175.54,6,1,3,2,2,1,1,1,1,2,2,2,4
264.75,4,6,3,3,4,6,1,2,1,2,1,2,1
175.54,6,5,3,2,2,2,1,2,1,2,2,2,5
264.75,6,4,3,2,1,1,1,1,0,3,2,2,6
175.54,6,2,3,2,1,0,1,1,2,3,2,3,3
197.84,5,0,2,3,4,1,1,2,0,2,2,2,3
264.75,4,5,3,2,2,3,1,1,3,2,2,3,5
175.54,5,5,3,2,3,2,1,2,1,2,2,2,4
197.84,5,5,3,2,3,4,1,2,1,3,3,5,4
175.54,5,3,3,2,3,2,1,2,1,2,2,2,4
190.41,5,5,3,2,3,1,1,2,0,3,2,2,6
264.75,5,1,3,2,2,2,1,1,0,3,3,4,6
264.75,5,5,3,2,1,6,1,1,2,2,2,3,3
175.54,6,3,3,2,1,1,1,0,1,3,2,3,5
205.28,4,6,3,2,2,5,1,2,0,2,2,2,6
175.54,6,6,3,2,2,1,1,3,2,3,3,4,2
175.54,6,1,3,2,1,0,1,0,1,2,2,4,5
154.89,5,1,2,2,3,1,1,2,0,1,2,1,6
264.75,4,5,3,3,3,6,1,3,2,2,2,3,6
242.45,4,5,3,2,3,3,1,1,0,2,2,3,5
175.54,6,6,3,1,0,0,1,3,1,2,2,2,3
175.54,6,4,3,1,1,0,1,0,0,2,3,3,6
197.84,3,4,2,3,5,2,1,3,1,2,2,2,1
175.54,6,2,3,2,1,0,1,1,2,2,2,3,5
175.54,6,6,3,2,1,1,1,2,1,2,2,3,6
264.75,5,5,3,2,3,4,1,2,0,3,2,2,5
264.75,4,3,3,2,3,4,1,2,1,4,2,3,6
175.54,6,6,3,1,0,0,1,0,0,2,2,2,6
125.97,6,5,3,2,1,0,1,2,1,2,2,4,3
197.84,5,5,3,2,1,3,1,3,1,3,2,2,5
220.15,5,4,3,2,2,1,1,3,1,2,2,4,2
125.97,6,1,3,2,2,1,1,3,1,2,3,4,2
205.28,4,3,3,3,3,4,1,3,1,3,3,4,0
264.75,4,6,3,2,3,4,1,2,0,2,2,2,2
175.54,6,5,3,2,0,0,1,0,1,2,2,3,4
220.15,5,4,3,2,2,3,1,1,2,2,2,3,5
220.15,6,6,3,2,1,0,1,0,1,2,2,3,5
175.54,5,5,3,2,3,2,1,2,0,3,2,3,6
197.84,4,4,3,3,3,2,1,3,1,2,1,2,2
175.54,6,1,3,2,1,0,1,0,1,2,2,4,4
264.75,6,6,3,2,1,1,1,1,1,3,2,2,5
264.75,3,6,3,3,5,6,1,2,2,2,2,2,5
175.54,6,6,3,2,1,1,1,1,2,2,2,3,4
175.54,6,6,3,1,0,0,1,0,1,2,2,3,6
175.54,6,6,3,1,1,0,1,0,0,2,2,3,3
175.54,6,4,3,2,1,1,1,2,0,4,3,2,2
264.75,4,4,3,2,2,6,1,2,1,3,2,2,5
175.54,6,4,3,1,1,1,1,0,1,3,2,3,5
175.54,3,5,3,3,4,5,1,3,1,2,2,3,3
175.54,4,5,3,3,4,1,1,4,3,3,2,2,3
205.28,6,1,3,1,1,0,1,0,1,2,3,4,6
163.15,5,4,3,2,2,3,1,3,0,2,2,2,4
220.15,4,6,3,3,3,5,1,3,0,3,2,2,6
125.97,6,3,3,2,1,0,1,1,0,2,2,2,5
220.15,5,3,3,2,3,5,1,1,2,2,2,3,2
264.75,5,4,3,2,3,5,1,2,0,2,1,2,3
264.75,5,5,2,2,2,6,1,2,0,2,3,2,2
175.54,6,5,3,2,1,2,1,1,1,2,2,3,5
264.75,3,6,3,3,5,6,1,4,2,1,1,2,1
264.75,5,5,3,2,2,5,1,1,0,3,3,4,5
264.75,5,5,3,3,3,4,1,3,1,2,2,2,4
264.75,4,4,3,3,3,6,1,2,1,2,2,2,4
125.97,6,2,3,1,0,0,1,3,0,2,2,3,4
264.75,5,5,3,2,2,4,1,1,1,3,2,2,4
197.84,5,4,3,2,2,5,1,1,2,2,2,4,3
175.54,6,4,3,2,1,0,1,0,0,2,2,2,3
264.75,5,5,3,2,3,6,1,1,0,2,2,2,3
205.28,5,3,3,2,1,0,1,1,2,2,2,3,4
175.54,6,6,3,2,0,0,1,3,1,2,2,3,4
220.15,5,4,2,2,2,1,1,0,0,2,2,2,6
264.75,3,6,3,3,4,2,1,3,0,1,2,2,6
220.15,5,3,2,2,3,2,1,2,1,2,2,4,2
264.75,4,5,3,3,3,6,1,2,1,2,2,4,1
264.75,5,5,3,2,2,6,1,2,1,2,2,2,3
142.49,6,4,3,2,1,0,1,1,3,2,2,3,5
175.54,5,2,3,2,3,2,1,1,0,3,3,4,5
175.54,4,3,3,2,3,3,1,2,1,2,2,2,5
175.54,4,3,3,3,4,2,1,3,1,2,1,2,0
264.75,4,5,3,2,2,6,1,2,1,2,2,2,4
220.15,6,5,3,2,2,1,1,2,0,3,2,4,4
264.75,3,4,2,3,4,4,1,3,2,1,2,2,5
264.75,6,5,3,2,2,2,1,0,1,4,2,3,6
197.84,4,5,3,2,2,6,1,1,2,2,2,3,5
264.75,3,6,3,3,4,5,1,3,2,2,2,2,6
175.54,6,4,3,2,2,1,1,2,1,2,2,2,5
220.15,5,4,3,2,2,6,1,1,2,2,2,2,5
175.54,6,1,3,2,1,0,1,1,1,2,2,2,2
264.75,4,5,3,3,3,2,1,3,3,3,2,2,4
264.75,3,6,3,3,4,6,1,2,1,2,3,3,5
125.97,6,4,3,1,0,0,1,3,0,3,2,2,3
264.75,4,6,3,2,2,6,1,1,1,2,2,2,6
205.28,5,4,3,2,2,3,1,0,1,3,2,3,3
167.47,4,5,2,3,4,3,1,3,0,2,3,3,1
175.54,6,2,3,2,0,0,1,3,1,2,2,2,6
175.54,4,2,3,2,2,2,1,0,2,2,2,3,5
175.54,4,6,2,3,3,4,1,2,0,3,1,2,0
220.15,4,4,2,3,3,3,1,2,0,2,2,2,5
264.75,4,5,3,3,4,6,1,3,1,2,1,2,3
175.54,6,3,3,2,2,2,1,2,3,3,2,2,3
163.15,6,4,3,2,1,0,1,2,1,2,2,4,3
264.75,5,5,3,2,3,3,1,2,3,4,2,3,3
175.54,6,5,3,2,1,1,1,2,1,2,2,2,6
164.78,3,3,3,4,6,4,1,4,2,2,1,2,2
175.54,6,4,3,2,1,0,1,0,1,3,2,3,2
175.54,6,3,3,2,1,1,1,0,1,2,2,3,4
175.54,6,1,3,2,2,1,1,1,1,2,3,4,5
175.54,5,6,3,3,3,2,1,2,1,2,2,4,1
146.62,6,3,3,2,1,0,1,2,0,2,2,2,5
175.54,3,5,2,3,4,2,1,3,0,3,1,2,4
264.75,5,5,3,2,1,1,1,2,1,3,2,2,5
175.54,5,4,3,2,3,4,1,2,1,2,2,2,5
138.36,5,3,3,2,1,1,1,1,2,2,2,2,4
264.75,5,5,2,2,2,3,1,3,0,2,2,2,4
175.54,6,2,3,1,0,0,1,0,1,1,2,4,5
264.75,5,4,3,2,2,5,1,2,1,4,2,3,6
175.54,6,2,3,2,1,1,1,3,0,2,2,2,6
220.15,4,5,3,3,4,6,1,3,2,2,2,2,2
175.54,6,0,3,1,0,0,1,0,1,2,2,3,5
175.54,6,5,3,2,0,0,1,2,1,2,2,2,6
264.75,4,4,3,3,3,4,1,2,1,3,3,2,5
220.15,4,4,3,3,4,5,1,2,1,2,2,2,5
163.15,6,2,3,1,1,0,1,0,0,2,2,2,4
175.54,6,2,3,2,0,0,1,1,1,2,2,3,6
264.75,5,5,3,2,2,1,1,2,0,3,2,2,0
227.58,6,2,4,2,1,1,1,1,3,3,2,3,5
220.15,5,2,3,2,3,6,1,2,1,3,2,3,6
185.03,4,0,3,3,4,2,1,3,2,3,3,2,4
175.54,5,0,3,2,3,1,1,2,3,3,2,2,2
175.54,6,4,3,1,0,0,1,0,2,1,2,4,5
175.54,5,5,3,2,2,3,1,1,2,2,2,3,3
264.75,5,4,3,3,3,6,1,3,1,2,1,2,2
197.84,4,6,3,2,3,3,1,3,1,2,2,2,4
264.75,4,4,2,3,4,3,1,3,0,2,2,2,4
264.75,5,4,3,2,2,5,1,2,1,3,2,3,2
264.75,5,5,3,2,2,3,1,1,0,3,2,2,5
175.54,6,5,3,2,2,1,1,0,1,3,2,3,5
264.75,5,5,3,2,2,2,1,1,2,2,2,3,5
175.54,6,1,3,2,1,1,1,1,1,3,3,4,6
264.75,4,6,3,2,2,6,1,1,2,2,2,3,5
175.54,4,5,3,3,4,2,1,2,1,1,2,2,6
175.54,6,3,3,2,2,3,1,2,0,3,2,2,3
264.75,4,5,3,2,2,6,1,1,2,3,2,2,5
264.75,6,5,3,2,1,1,1,2,0,2,2,3,3
175.54,6,4,3,2,1,0,1,1,0,2,2,2,5
264.75,4,5,3,3,3,3,1,2,3,4,2,4,2
125.97,6,2,3,2,1,0,1,0,1,2,2,3,5
235.01,5,3,3,2,2,5,1,2,1,2,2,2,4
197.84,4,6,3,2,2,6,1,0,2,2,2,3,5
220.15,4,3,3,3,4,1,1,4,1,2,2,2,5
264.75,4,6,3,3,4,6,1,2,2,3,2,2,4
175.54,6,6,3,1,0,0,1,1,2,2,2,2,4
175.54,5,3,3,2,2,3,1,2,0,2,2,3,6
150.76,6,3,3,2,1,1,1,2,1,2,2,2,4
205.28,5,3,3,2,1,1,1,0,1,2,2,4,2
175.54,6,0,3,2,1,0,1,0,1,1,2,4,1
264.75,6,4,3,2,1,0,1,2,0,2,2,3,3
175.54,5,3,3,2,2,2,1,3,1,3,3,4,1
197.84,4,4,3,3,3,2,1,2,0,3,2,2,5
264.75,5,6,3,2,2,5,1,2,0,3,2,2,3
264.75,4,6,3,2,2,5,1,2,1,2,3,2,5
264.75,3,6,3,3,5,6,1,2,2,2,2,2,5
175.54,5,2,3,2,2,3,1,0,1,4,2,3,4
175.54,5,1,3,2,3,2,1,2,3,2,3,2,4
264.75,4,5,3,3,3,3,1,3,1,2,2,2,6
175.54,6,3,3,2,1,1,1,1,2,2,2,3,4
242.45,5,5,3,2,1,2,1,3,2,2,2,2,6
264.75,4,6,3,3,4,6,1,2,1,2,2,2,3
175.54,5,4,3,2,3,3,1,2,1,2,2,3,6
142.49,6,4,3,2,1,1,1,1,1,2,2,2,4
175.54,6,1,3,2,2,2,1,1,1,2,3,4,3
205.28,4,6,3,3,3,6,1,3,0,2,3,3,2
175.54,6,2,3,2,1,0,1,1,1,2,2,3,4
264.75,5,5,3,2,3,3,1,3,0,2,2,2,6
264.75,4,6,3,3,3,4,1,3,0,2,2,2,6
175.54,6,5,3,2,3,6,1,2,1,2,2,3,2
138.36,6,2,3,2,1,0,1,2,1,3,2,2,4
264.75,4,4,3,2,2,6,1,1,2,3,2,2,6
175.54,6,5,3,2,1,2,1,1,1,2,2,3,6
264.75,5,5,3,2,3,6,1,2,0,2,2,2,2
220.15,6,4,3,2,1,4,1,1,0,4,3,4,5
175.54,6,2,3,2,2,2,1,1,1,2,3,4,2
175.54,5,5,3,1,0,1,1,1,2,2,2,2,5
205.28,5,4,3,2,2,2,1,0,1,4,2,3,5
175.54,5,5,3,2,2,2,1,1,2,2,2,2,6
197.84,6,4,3,2,1,0,1,3,1,3,2,2,5
175.54,6,1,3,2,1,0,1,0,1,2,2,3,0
264.75,5,2,3,3,3,1,1,3,3,4,2,2,4
175.54,5,5,3,2,1,2,1,3,2,2,2,4,3
242.45,3,3,3,3,4,3,1,3,2,2,2,2,3
175.54,6,3,3,2,1,2,1,2,2,2,3,3,1
175.54,6,3,3,2,2,1,1,3,1,2,2,2,5
175.54,6,5,3,2,1,1,1,0,2,2,3,4,5
175.54,6,4,3,2,2,2,1,2,0,2,2,4,5
264.75,5,6,3,3,2,6,1,2,0,2,2,2,3
220.15,6,5,3,2,1,2,1,2,0,2,1,2,3
264.75,5,5,3,2,1,3,1,1,0,4,3,4,5
175.54,5,5,3,2,1,1,1,4,2,2,2,3,4
125.97,6,3,3,2,1,2,1,3,1,2,2,2,5
175.54,6,4,3,2,1,2,1,2,0,3,2,4,4
175.54,5,3,3,2,1,2,1,2,0,2,2,3,5
125.97,6,5,3,2,2,2,1,1,2,3,2,4,5
175.54,5,3,3,3,4,2,1,3,1,3,2,2,4
205.28,5,1,3,2,2,1,1,1,1,2,2,2,5
264.75,5,6,2,2,2,6,1,2,0,3,3,2,4
175.54,5,2,3,2,2,1,1,0,2,2,2,3,5
264.75,4,6,3,3,3,6,1,1,1,2,2,4,1
220.15,5,4,3,2,3,3,1,2,1,2,2,2,6
175.54,3,5,2,3,4,6,1,2,2,3,2,3,1
175.54,4,1,3,3,4,0,1,4,0,2,2,2,6
175.54,6,0,3,2,1,0,1,0,1,2,2,3,1
175.54,4,2,3,2,3,2,1,3,3,2,2,2,1
125.97,5,0,2,2,3,1,1,3,0,1,2,2,6
175.54,6,4,3,2,1,1,1,3,1,2,2,2,6
175.54,5,1,3,2,2,2,1,0,1,2,2,3,6
197.84,4,6,2,3,4,4,1,3,0,2,2,2,5
175.54,4,2,2,3,4,3,1,3,2,2,2,2,3
242.45,5,6,3,2,2,4,1,0,2,2,2,3,6
175.54,5,1,3,2,1,0,1,1,2,2,2,3,6
175.54,5,2,3,2,2,2,1,0,1,3,2,4,4
175.54,6,1,3,1,0,0,1,0,1,1,2,3,5
175.54,6,2,3,2,2,1,1,2,2,2,2,2,5
242.45,4,6,3,3,3,6,1,2,0,3,3,2,3
125.97,6,3,3,2,0,0,1,3,0,3,2,2,4
175.54,5,2,3,2,2,2,1,3,1,2,1,2,2
175.54,5,2,3,2,1,0,1,2,2,2,2,4,4
175.54,5,2,3,2,2,3,1,2,3,4,2,3,3
197.84,4,6,3,2,2,4,1,1,0,3,2,2,6
175.54,6,5,3,2,1,3,1,3,1,2,2,2,4
175.54,6,5,3,1,1,0,1,0,0,3,2,3,0
197.84,5,2,3,2,3,1,1,2,0,3,2,2,6
175.54,5,4,3,2,2,1,1,1,3,2,2,3,1
175.54,4,1,3,3,3,2,1,3,3,3,3,2,2
264.75,5,3,3,2,2,1,1,1,3,4,2,2,4
175.54,6,2,3,2,2,1,1,2,1,2,3,5,1
264.75,4,6,3,2,2,3,1,0,1,3,2,3,5
242.45,4,4,3,3,4,1,1,3,2,3,3,2,3
264.75,4,5,3,3,3,6,1,2,1,2,2,3,3
264.75,4,3,3,2,2,6,1,1,1,2,2,2,6
264.75,4,4,3,2,3,6,1,1,0,3,3,4,4
242.45,4,6,3,3,4,6,1,3,2,2,2,3,1
264.75,3,6,3,3,3,6,1,3,1,2,3,2,4
264.75,4,5,3,3,3,4,1,2,1,2,2,2,5
264.75,5,6,3,2,2,2,1,3,0,3,2,4,4
175.54,5,4,3,2,2,3,1,2,2,3,2,4,5
264.75,6,1,3,2,1,0,1,1,1,2,2,3,3
264.75,5,4,3,2,2,3,1,0,1,4,2,3,4
164.78,3,1,2,3,6,1,1,4,2,2,1,2,1
264.75,3,6,3,3,4,6,1,3,1,2,2,4,2
175.54,6,1,3,2,2,1,1,1,1,2,2,3,4
205.28,6,4,3,2,1,1,1,1,1,3,2,2,4
175.54,5,0,3,2,2,1,1,2,0,3,2,4,5
242.45,6,2,3,1,1,0,1,2,1,2,2,3,1
175.54,4,0,3,3,4,0,1,3,0,1,2,2,6
167.47,3,1,2,3,5,1,1,4,2,1,1,2,3
175.54,6,1,3,2,1,1,1,2,1,2,2,4,3
205.28,6,0,3,2,1,0,1,0,0,2,3,4,6
264.75,6,4,3,2,2,2,1,2,1,2,2,2,5
264.75,3,6,2,3,5,2,1,3,1,1,1,2,2
175.54,4,3,3,3,4,1,1,3,3,4,2,2,2
264.75,4,5,3,2,2,3,1,2,2,2,3,4,5
175.54,6,3,3,2,1,3,1,3,1,3,2,2,5
264.75,4,4,3,2,3,5,1,2,3,4,2,3,3
125.97,6,4,3,2,1,0,1,1,0,3,2,3,5
175.54,5,1,3,2,3,2,1,2,1,3,2,2,6
220.15,4,6,2,3,4,1,1,0,0,3,3,3,4
240.65,3,5,3,3,4,5,1,2,1,2,2,3,6
189.77,4,4,2,3,4,4,1,2,1,2,1,2,2
175.54,5,0,2,2,4,1,1,2,0,1,2,2,6
264.75,6,2,3,2,1,1,1,0,0,2,3,4,6
173.75,5,1,3,2,2,1,1,0,2,2,2,4,5
138.36,6,3,3,2,1,0,1,2,0,2,2,3,6
175.54,5,6,3,2,2,4,1,3,1,2,2,2,5
264.75,4,6,3,2,3,5,1,3,0,2,2,2,5
264.75,5,6,3,2,1,4,1,0,1,3,2,2,5
125.97,6,5,3,2,1,0,1,2,2,2,2,2,6
175.54,6,5,3,2,2,1,1,2,2,2,2,2,5
264.75,4,6,3,3,4,6,1,2,1,2,2,3,6
264.75,4,6,3,3,4,6,1,2,1,2,2,4,1
159.02,6,6,3,1,0,0,1,0,1,3,2,2,6
264.75,5,6,3,2,3,6,1,1,1,2,2,3,3
175.54,6,5,3,2,1,2,1,3,1,3,2,2,3
175.54,6,4,4,1,0,0,1,1,2,2,2,2,4
175.54,4,5,3,3,4,4,1,2,1,2,2,2,2
175.54,6,3,3,2,2,1,1,2,1,3,3,4,5
175.54,6,1,3,2,1,1,1,0,1,3,2,3,3
175.54,6,1,3,1,1,0,1,1,1,3,3,4,6
264.75,3,6,2,3,4,5,1,3,0,2,3,2,3
264.75,5,4,2,2,3,2,1,1,1,2,3,4,4
264.75,3,4,3,3,5,6,1,3,1,2,1,2,2
264.75,4,5,3,3,2,6,1,1,1,2,2,4,2
175.54,3,6,2,4,5,4,1,4,2,2,2,2,5
249.88,5,4,3,2,2,3,1,2,0,3,2,2,4
175.54,5,5,3,2,3,3,1,0,1,2,2,2,5
264.75,3,6,3,3,4,6,1,1,2,3,2,2,5
175.54,5,5,3,2,2,1,1,2,1,2,2,4,2
175.54,5,5,3,2,2,3,1,3,1,2,2,3,2
175.54,5,3,3,2,2,2,1,2,1,2,2,5,3
175.54,6,2,3,2,1,0,1,1,0,2,2,3,5
264.75,5,3,3,2,2,2,1,2,1,2,2,2,5
242.45,4,5,3,2,2,5,1,2,0,2,2,2,1
175.54,6,2,3,2,2,1,1,0,1,2,2,4,2
175.54,5,5,3,2,1,2,1,2,1,2,2,3,5
175.54,6,0,3,1,0,0,1,0,1,2,2,3,4
175.54,6,5,3,2,1,1,1,3,2,2,2,4,3
175.54,5,4,3,2,2,1,1,2,1,2,2,2,5
175.54,4,2,3,2,3,3,1,2,3,3,2,2,4
197.84,5,3,3,2,2,3,1,3,1,3,2,2,5
264.75,5,5,3,2,3,6,1,2,2,3,2,3,1
175.54,6,4,3,2,1,0,1,2,1,2,2,3,4
175.54,5,4,3,2,3,1,1,3,1,2,2,2,5
175.54,6,2,3,2,1,1,1,0,1,2,2,4,1
264.75,4,5,3,2,3,4,1,2,1,3,2,2,5
175.54,4,3,3,3,4,2,1,3,1,2,2,2,4
175.54,6,3,3,2,1,1,1,1,2,3,2,2,5
175.54,5,4,3,2,1,4,1,1,0,3,2,2,5
264.75,4,4,3,2,3,4,1,2,1,2,2,4,6
175.54,6,2,3,1,0,0,1,1,1,2,2,3,4
175.54,4,3,3,2,3,3,1,2,0,2,2,4,2
264.75,5,5,3,2,2,3,1,2,0,2,2,2,4
175.54,5,3,3,2,3,2,1,2,1,3,3,4,1
264.75,4,5,2,3,4,4,1,3,0,2,2,2,3
175.54,3,4,3,3,5,6,1,4,2,2,2,2,0
175.54,6,4,3,2,1,0,1,3,3,2,2,2,1
220.15,6,5,3,2,1,3,1,0,1,2,3,3,6
175.54,5,0,2,2,3,1,1,2,0,2,3,2,6
182.97,5,5,3,2,2,5,1,2,1,2,2,3,2
235.01,5,4,3,2,3,3,1,2,1,4,2,2,5
175.54,4,1,3,3,3,2,1,2,0,2,2,3,1
175.54,4,5,3,3,4,3,1,3,0,3,2,2,5
175.54,4,5,3,3,3,2,1,2,1,2,2,2,5
175.54,6,5,3,2,1,0,1,1,2,3,2,2,4
264.75,3,6,3,3,4,6,1,2,1,3,2,3,0
175.54,5,2,3,3,3,1,1,2,0,2,2,2,6
175.54,4,5,2,2,2,3,1,2,0,2,2,2,3
175.54,5,1,3,2,1,2,1,0,1,2,2,3,5
167.47,4,4,3,3,4,2,1,3,3,4,2,2,2
197.84,5,3,3,2,2,4,1,1,1,3,2,3,5
175.54,5,2,3,2,1,1,1,3,3,2,2,3,4
205.28,4,1,3,3,4,1,1,4,1,3,2,2,5
175.54,5,0,2,2,4,1,1,3,0,1,2,2,6
220.15,5,5,3,2,1,1,1,0,2,2,2,4,4
164.78,3,4,2,4,5,4,1,4,2,2,1,2,3
175.54,5,1,3,2,3,1,1,2,3,2,2,2,2
175.54,3,6,2,3,4,3,1,2,1,2,2,2,4
175.54,6,4,3,2,1,0,1,0,1,4,2,4,3
125.97,6,3,3,2,1,0,1,1,0,2,2,3,5
175.54,5,3,3,2,2,1,1,3,1,3,2,3,6
264.75,4,4,3,2,2,4,1,2,2,2,2,2,2
159.02,6,0,3,2,2,1,1,0,1,3,3,4,6
175.54,6,2,3,2,1,1,1,2,1,2,2,4,2
175.54,4,1,3,2,2,4,1,1,1,2,2,2,4
212.71,5,6,3,2,2,4,1,2,2,2,3,5,5
242.45,5,2,3,2,3,1,1,3,3,2,2,2,3
175.54,6,4,3,2,1,0,1,1,1,1,2,2,5
264.75,5,6,3,2,2,5,1,1,1,3,2,3,4
175.54,5,1,3,1,1,0,1,0,2,1,2,4,5
175.54,5,4,2,2,2,1,1,1,1,2,3,3,3
175.54,6,0,3,1,1,0,1,1,2,2,2,4,3
175.54,4,1,3,2,2,1,1,2,2,2,2,4,5
175.54,5,2,3,2,2,2,1,2,1,3,2,2,5
205.28,4,5,3,3,4,2,1,3,1,3,2,2,5
175.54,5,2,3,2,2,2,1,2,1,3,2,1,5
125.97,6,1,3,2,1,1,1,1,2,2,2,3,6
175.54,6,5,3,2,1,1,1,2,0,3,2,3,4
175.54,5,5,3,2,2,1,1,2,1,4,2,4,2
242.45,4,6,3,2,2,4,1,3,1,2,2,2,3
175.54,5,2,3,2,3,1,1,2,3,3,2,2,2
175.54,3,5,2,3,5,1,1,2,0,1,2,2,5
175.54,6,6,3,1,0,0,1,3,2,2,2,2,4
175.54,6,4,3,2,1,0,1,2,2,2,3,4,4
235.01,4,4,3,3,3,4,1,3,0,2,2,2,5
175.54,6,3,3,2,1,0,1,3,0,2,2,3,3
175.54,6,4,3,1,0,0,1,1,0,2,2,3,5
264.75,5,6,3,2,2,4,1,1,1,3,2,3,6
175.54,5,6,3,2,2,2,1,1,0,3,3,4,5
205.28,5,3,3,2,2,2,1,2,1,3,2,2,5
220.15,5,5,3,2,2,5,1,0,1,3,2,3,5
205.28,6,3,3,2,1,0,1,0,1,2,3,4,6
