CS,ELE,SL,AMP,AMT,AME,NDVI,NL,POP,GDP,DTW,DTG,DTH,DTC
214.76 ,851.00 ,34.72 ,1270.68 ,14.68 ,1036.68 ,0.63 ,0.00 ,1.04 ,33.45 ,12386.58 ,36893.46 ,18751.73 ,5802.37 
164.78 ,427.25 ,18.16 ,1128.54 ,16.19 ,1065.99 ,0.57 ,0.00 ,2.38 ,94.75 ,15171.27 ,25866.34 ,2183.46 ,5977.25 
214.77 ,867.25 ,17.29 ,1160.35 ,14.52 ,1049.86 ,0.63 ,0.00 ,0.21 ,28.90 ,15273.75 ,16910.57 ,11575.22 ,3037.68 
197.84 ,1546.75 ,27.07 ,1030.77 ,9.67 ,971.30 ,0.69 ,0.00 ,0.09 ,38.05 ,668.96 ,35869.87 ,3556.33 ,8806.11 
239.76 ,868.50 ,21.67 ,1064.82 ,14.68 ,1063.91 ,0.58 ,0.00 ,1.09 ,41.95 ,28462.74 ,13245.66 ,5344.86 ,1651.51 
264.75 ,1480.00 ,14.01 ,1039.93 ,12.57 ,946.68 ,0.69 ,0.00 ,0.05 ,45.83 ,9963.31 ,15833.11 ,7654.25 ,7054.61 
172.85 ,631.75 ,19.16 ,1127.68 ,15.05 ,1056.12 ,0.58 ,0.00 ,1.82 ,38.55 ,29096.86 ,33696.40 ,18464.22 ,698.22 
164.78 ,722.75 ,18.24 ,1150.38 ,15.82 ,1039.86 ,0.60 ,0.00 ,1.12 ,123.15 ,8131.88 ,15486.37 ,3942.47 ,2151.16 
264.75 ,1674.31 ,31.49 ,1234.40 ,10.22 ,940.16 ,0.60 ,0.00 ,0.16 ,47.70 ,9810.64 ,27079.56 ,9202.68 ,9799.64 
242.45 ,725.50 ,10.30 ,1156.41 ,13.92 ,1087.52 ,0.55 ,0.00 ,2.13 ,27.61 ,85.36 ,10562.55 ,125.00 ,8869.47 
264.75 ,928.25 ,11.79 ,1219.54 ,14.55 ,1079.75 ,0.58 ,0.00 ,0.68 ,40.75 ,20344.72 ,25674.26 ,1359.23 ,1061.84 
175.54 ,728.50 ,19.34 ,1167.83 ,14.27 ,1028.87 ,0.67 ,0.00 ,1.34 ,31.67 ,17333.42 ,19877.81 ,9572.23 ,2001.87 
264.75 ,1157.50 ,14.14 ,1186.01 ,15.01 ,1042.78 ,0.58 ,0.00 ,11.29 ,36.94 ,1131.35 ,2273.21 ,1152.17 ,1350.00 
264.75 ,632.00 ,25.04 ,1242.84 ,13.38 ,1036.82 ,0.68 ,0.00 ,0.97 ,27.05 ,14748.14 ,34921.73 ,5836.31 ,9796.30 
170.16 ,1030.75 ,16.17 ,1176.51 ,14.67 ,1039.40 ,0.62 ,0.00 ,1.28 ,35.79 ,14977.57 ,20734.69 ,2050.00 ,6757.77 
264.75 ,1691.25 ,27.58 ,1051.58 ,10.10 ,931.63 ,0.74 ,0.00 ,0.24 ,36.13 ,9550.26 ,31090.96 ,2483.45 ,5050.00 
170.16 ,805.25 ,5.66 ,1221.86 ,15.45 ,1074.96 ,0.59 ,0.00 ,0.62 ,31.72 ,3182.37 ,31456.76 ,1851.35 ,6333.05 
166.78 ,832.81 ,19.95 ,1143.64 ,15.03 ,1075.98 ,0.00 ,0.00 ,0.40 ,30.54 ,27477.34 ,31088.90 ,12520.78 ,2299.84 
239.76 ,1210.50 ,17.33 ,1057.37 ,12.90 ,971.55 ,0.61 ,0.00 ,0.64 ,37.29 ,14169.25 ,11377.50 ,9979.35 ,6864.95 
239.76 ,1077.25 ,26.86 ,1172.81 ,11.48 ,999.34 ,0.66 ,0.00 ,0.19 ,26.83 ,12984.90 ,33224.20 ,16350.15 ,12495.10 
239.76 ,1142.75 ,28.87 ,1240.44 ,13.35 ,1037.37 ,0.61 ,0.00 ,0.39 ,31.18 ,19928.06 ,31329.98 ,357.05 ,5129.08 
164.78 ,343.25 ,4.36 ,1181.25 ,16.70 ,1063.49 ,0.52 ,0.00 ,1.27 ,117.43 ,50.00 ,11656.22 ,4313.64 ,5091.91 
170.16 ,1023.50 ,33.08 ,1166.22 ,14.72 ,1077.77 ,0.59 ,0.00 ,0.42 ,36.91 ,27153.78 ,39170.49 ,18255.62 ,852.94 
214.76 ,1290.75 ,29.38 ,1187.02 ,12.27 ,970.28 ,0.62 ,0.00 ,0.36 ,40.80 ,4712.48 ,23400.16 ,2475.38 ,4612.76 
164.78 ,707.75 ,9.89 ,1182.68 ,15.71 ,1041.71 ,0.55 ,0.00 ,0.74 ,41.82 ,8551.46 ,11275.08 ,5324.24 ,1458.60 
164.78 ,702.25 ,12.67 ,1147.79 ,15.70 ,1031.80 ,0.56 ,0.00 ,0.71 ,138.18 ,7087.14 ,10928.29 ,4585.58 ,3691.54 
172.85 ,871.50 ,19.24 ,1147.74 ,15.15 ,1099.14 ,0.54 ,0.00 ,1.91 ,38.73 ,852.93 ,28459.93 ,2475.38 ,779.42 
189.77 ,1380.25 ,36.44 ,1220.17 ,12.25 ,992.43 ,0.65 ,0.00 ,0.36 ,33.22 ,19050.66 ,31022.05 ,5278.97 ,8532.73 
203.18 ,831.50 ,13.80 ,1186.11 ,14.86 ,1084.17 ,0.63 ,0.00 ,1.06 ,34.60 ,16165.63 ,17537.60 ,3891.98 ,7164.32 
170.16 ,1029.75 ,17.64 ,1152.59 ,14.16 ,1006.08 ,0.64 ,0.00 ,0.58 ,37.82 ,30911.61 ,36126.55 ,5743.47 ,13132.69 
214.76 ,1132.25 ,12.70 ,1245.33 ,14.42 ,1016.29 ,0.62 ,0.00 ,0.87 ,31.10 ,4315.96 ,39989.59 ,4200.89 ,15370.34 
214.76 ,1010.75 ,12.74 ,1264.99 ,14.60 ,988.55 ,0.58 ,0.00 ,6.72 ,60.58 ,7087.14 ,31399.48 ,21501.80 ,426.94 
264.75 ,882.50 ,35.01 ,1165.78 ,13.99 ,1005.04 ,0.67 ,0.00 ,0.21 ,37.48 ,12165.01 ,28226.36 ,19979.68 ,6686.18 
264.75 ,1009.75 ,15.13 ,1149.58 ,14.98 ,1000.55 ,0.59 ,0.00 ,0.85 ,82.43 ,12009.48 ,15666.13 ,3631.46 ,8335.92 
264.75 ,1688.00 ,29.42 ,1045.74 ,12.43 ,975.23 ,0.65 ,0.00 ,0.35 ,41.80 ,13144.10 ,17545.58 ,12994.90 ,3323.78 
214.77 ,1443.25 ,9.55 ,1119.66 ,12.76 ,947.82 ,0.68 ,0.00 ,0.27 ,35.90 ,35757.90 ,23652.64 ,21192.63 ,4958.59 
264.75 ,1652.25 ,6.67 ,987.50 ,10.81 ,922.52 ,0.71 ,0.00 ,0.15 ,43.33 ,4618.17 ,30559.57 ,27583.10 ,4535.14 
252.57 ,1080.07 ,19.93 ,1181.30 ,13.06 ,1008.14 ,0.63 ,0.00 ,0.68 ,29.89 ,7069.28 ,8148.62 ,4024.30 ,6583.44 
214.77 ,960.50 ,35.13 ,1081.75 ,14.07 ,1041.92 ,0.61 ,0.00 ,0.18 ,46.62 ,29794.76 ,20441.32 ,12892.15 ,7058.86 
164.78 ,783.25 ,5.33 ,1115.51 ,15.66 ,1052.60 ,0.57 ,0.00 ,0.81 ,69.41 ,15648.24 ,29527.40 ,12857.97 ,3350.75 
214.77 ,1285.00 ,15.21 ,1053.27 ,12.37 ,968.74 ,0.56 ,0.00 ,0.59 ,42.49 ,14379.41 ,21096.15 ,11851.90 ,1551.61 
164.78 ,662.00 ,21.13 ,1131.55 ,15.96 ,1064.14 ,0.58 ,0.00 ,1.61 ,142.57 ,18551.75 ,21887.61 ,944.83 ,3960.74 
214.77 ,1183.00 ,29.83 ,1024.79 ,13.24 ,966.28 ,0.64 ,0.00 ,0.27 ,49.54 ,4856.70 ,10444.50 ,8557.31 ,4986.73 
214.76 ,396.00 ,20.65 ,1227.22 ,16.50 ,1060.43 ,0.55 ,0.00 ,1.28 ,79.32 ,1633.25 ,13891.99 ,1961.50 ,1186.38 
214.77 ,790.75 ,19.85 ,1089.92 ,15.58 ,1052.69 ,0.60 ,0.00 ,2.02 ,55.12 ,10415.73 ,19562.40 ,7511.82 ,2303.80 
189.77 ,1380.75 ,15.06 ,1061.42 ,11.56 ,971.37 ,0.63 ,0.00 ,0.55 ,38.63 ,17150.15 ,24418.18 ,8698.71 ,2574.39 
239.76 ,1445.50 ,16.46 ,1042.71 ,10.26 ,955.84 ,0.69 ,0.00 ,0.32 ,35.96 ,4530.73 ,33085.46 ,1550.00 ,5123.23 
264.75 ,1653.75 ,24.73 ,1001.58 ,10.70 ,925.67 ,0.70 ,0.00 ,0.16 ,43.38 ,4409.93 ,32586.00 ,28801.17 ,4450.56 
170.16 ,681.50 ,19.49 ,1160.71 ,14.65 ,1051.41 ,0.63 ,0.00 ,0.22 ,39.30 ,32297.48 ,39150.06 ,8202.90 ,10193.50 
170.16 ,1265.25 ,25.05 ,1157.30 ,11.93 ,949.91 ,0.66 ,0.00 ,0.07 ,35.22 ,39201.12 ,45807.50 ,3782.53 ,12805.76 
164.78 ,612.75 ,14.15 ,1214.09 ,16.46 ,1039.99 ,0.55 ,0.00 ,1.53 ,79.65 ,2325.42 ,16723.26 ,8951.40 ,3395.22 
164.78 ,409.75 ,22.04 ,1250.23 ,16.64 ,1059.38 ,0.49 ,0.00 ,3.43 ,65.37 ,350.00 ,10685.86 ,7411.31 ,2535.25 
239.76 ,867.75 ,19.30 ,1272.95 ,15.44 ,1016.08 ,0.62 ,0.00 ,1.08 ,69.96 ,3371.57 ,34117.85 ,3371.57 ,3951.59 
264.75 ,1319.25 ,32.19 ,1209.93 ,13.57 ,1024.74 ,0.64 ,0.00 ,0.15 ,27.51 ,3511.05 ,10078.07 ,3450.72 ,4405.39 
164.78 ,724.00 ,21.83 ,1128.40 ,15.82 ,1050.62 ,0.57 ,0.00 ,1.84 ,132.16 ,20683.03 ,22686.29 ,3915.04 ,1160.82 
164.78 ,747.50 ,8.47 ,1094.61 ,15.65 ,1058.63 ,0.57 ,0.00 ,1.21 ,55.69 ,8644.51 ,23261.29 ,18687.63 ,4990.74 
189.77 ,910.50 ,14.92 ,1165.63 ,15.40 ,1012.02 ,0.62 ,0.00 ,0.65 ,125.84 ,2475.38 ,12428.50 ,6518.24 ,1650.00 
264.75 ,1158.50 ,19.59 ,1213.20 ,14.74 ,1039.73 ,0.64 ,0.00 ,0.55 ,29.14 ,1768.47 ,17809.20 ,1813.15 ,1710.99 
264.75 ,1581.75 ,37.84 ,1288.92 ,10.50 ,959.88 ,0.72 ,0.00 ,0.32 ,28.14 ,11096.28 ,36561.29 ,9278.60 ,10186.63 
213.69 ,1084.66 ,19.84 ,1169.58 ,13.88 ,1053.14 ,0.64 ,0.00 ,0.20 ,31.17 ,11737.84 ,13869.33 ,8669.47 ,5491.38 
239.76 ,998.00 ,24.31 ,1167.39 ,14.35 ,1043.72 ,0.60 ,0.00 ,0.62 ,37.87 ,31466.29 ,38749.55 ,13726.16 ,6444.18 
214.77 ,1007.25 ,20.61 ,1307.54 ,14.76 ,1030.39 ,0.61 ,0.00 ,0.21 ,64.07 ,5490.67 ,47089.78 ,21884.41 ,3824.59 
242.45 ,1911.00 ,23.00 ,1313.76 ,9.44 ,895.28 ,0.69 ,0.00 ,0.17 ,28.92 ,5823.01 ,35235.32 ,14750.17 ,5804.09 
264.75 ,1329.25 ,30.06 ,1177.11 ,13.13 ,942.52 ,0.68 ,0.00 ,0.22 ,29.57 ,35328.85 ,38827.41 ,9773.82 ,6295.04 
164.78 ,1139.25 ,18.60 ,1209.32 ,14.88 ,1038.94 ,0.64 ,0.00 ,0.49 ,29.09 ,4058.02 ,13984.54 ,4557.14 ,2011.84 
164.78 ,735.50 ,11.62 ,1108.24 ,15.99 ,1060.10 ,0.56 ,0.00 ,1.76 ,68.19 ,11681.93 ,33073.67 ,14638.56 ,3182.37 
264.75 ,1752.70 ,28.62 ,1232.78 ,10.92 ,933.62 ,0.00 ,0.00 ,0.08 ,32.40 ,11720.12 ,28037.66 ,6859.43 ,11719.15 
164.78 ,413.50 ,3.13 ,1174.62 ,16.60 ,1064.43 ,0.53 ,0.00 ,2.62 ,141.70 ,18327.78 ,20076.54 ,3790.45 ,2393.22 
214.77 ,897.50 ,16.35 ,1189.33 ,14.89 ,1063.85 ,0.62 ,0.00 ,0.66 ,30.77 ,20050.13 ,21521.33 ,6837.21 ,9718.41 
169.00 ,1062.61 ,15.87 ,1144.80 ,13.60 ,1019.55 ,0.61 ,0.00 ,0.63 ,31.34 ,32484.91 ,28187.46 ,10804.47 ,5818.01 
164.78 ,688.00 ,31.91 ,1253.10 ,16.08 ,1064.20 ,0.64 ,0.00 ,0.44 ,32.93 ,1203.12 ,41236.24 ,1061.84 ,11950.21 
164.78 ,881.75 ,22.33 ,1145.01 ,14.75 ,1057.35 ,0.62 ,0.00 ,0.53 ,31.86 ,31418.59 ,35354.31 ,12773.70 ,6124.34 
175.54 ,872.25 ,41.01 ,1107.54 ,14.46 ,1079.50 ,0.64 ,0.00 ,0.13 ,38.18 ,43095.79 ,43264.85 ,17774.35 ,8451.48 
189.77 ,1118.75 ,28.21 ,1234.44 ,12.97 ,967.22 ,0.63 ,0.00 ,0.09 ,31.38 ,10094.92 ,24891.11 ,6290.27 ,6559.54 
164.78 ,427.50 ,12.74 ,1179.69 ,16.59 ,1072.44 ,0.56 ,0.00 ,5.87 ,117.34 ,7134.95 ,8790.19 ,2861.38 ,350.00 
264.75 ,370.75 ,12.72 ,1186.32 ,16.05 ,1061.46 ,0.59 ,0.00 ,1.47 ,38.02 ,8952.51 ,12566.92 ,211.97 ,3482.46 
239.76 ,1183.50 ,21.39 ,1283.80 ,14.96 ,1004.58 ,0.62 ,0.00 ,0.76 ,62.55 ,12939.38 ,41270.18 ,6577.80 ,7164.32 
239.76 ,636.25 ,36.23 ,1283.35 ,16.09 ,1057.39 ,0.59 ,0.00 ,3.44 ,64.51 ,2001.87 ,50068.23 ,21789.62 ,1807.62 
264.75 ,1259.25 ,19.36 ,1014.56 ,10.69 ,975.72 ,0.66 ,0.00 ,0.23 ,43.31 ,6321.99 ,28309.85 ,23057.92 ,8778.81 
239.76 ,747.00 ,24.52 ,1262.13 ,15.48 ,1034.70 ,0.62 ,0.00 ,1.28 ,57.58 ,15798.97 ,41775.20 ,2056.09 ,1909.84 
164.78 ,415.75 ,15.76 ,1206.97 ,16.06 ,1065.00 ,0.50 ,0.00 ,5.36 ,40.08 ,295.81 ,3511.05 ,450.00 ,50.00 
189.77 ,509.25 ,14.60 ,1146.62 ,15.90 ,1075.96 ,0.56 ,0.00 ,1.65 ,35.87 ,21601.56 ,28655.32 ,14203.79 ,1107.93 
164.78 ,801.00 ,10.18 ,1229.89 ,15.28 ,1021.77 ,0.54 ,0.00 ,1.13 ,39.76 ,1235.92 ,11416.11 ,4693.35 ,1722.64 
167.47 ,652.25 ,24.21 ,1210.67 ,15.25 ,1072.78 ,0.59 ,0.00 ,0.82 ,34.41 ,11069.21 ,23688.13 ,1633.25 ,2051.22 
197.84 ,724.50 ,21.08 ,1104.44 ,15.52 ,1050.69 ,0.60 ,0.00 ,2.01 ,54.24 ,11665.66 ,28310.55 ,9691.62 ,1633.25 
264.75 ,694.75 ,8.95 ,1116.62 ,15.12 ,1047.02 ,0.56 ,0.00 ,1.10 ,48.90 ,5202.64 ,24515.86 ,8413.53 ,3899.68 
264.75 ,1506.75 ,10.62 ,1039.93 ,10.08 ,947.04 ,0.75 ,0.00 ,0.23 ,37.89 ,10916.39 ,23061.82 ,15481.20 ,5550.45 
167.47 ,754.25 ,5.55 ,1195.29 ,15.44 ,1086.48 ,0.53 ,0.00 ,1.22 ,35.11 ,7478.47 ,11745.96 ,1901.97 ,1152.17 
239.76 ,684.75 ,25.26 ,1084.96 ,15.33 ,1069.02 ,0.57 ,0.00 ,0.62 ,38.53 ,36771.29 ,15173.91 ,12342.91 ,627.07 
164.78 ,722.01 ,23.77 ,1102.13 ,14.99 ,1103.70 ,0.55 ,0.00 ,0.53 ,33.58 ,46056.66 ,28734.77 ,6835.41 ,157.74 
239.76 ,849.25 ,10.23 ,1098.53 ,15.04 ,1040.86 ,0.60 ,0.00 ,1.07 ,38.71 ,19540.41 ,17141.98 ,6242.40 ,3232.26 
164.78 ,448.25 ,2.90 ,1136.12 ,16.51 ,1077.08 ,0.52 ,0.00 ,4.85 ,104.59 ,4596.47 ,31553.25 ,653.83 ,1527.44 
264.75 ,1205.00 ,9.82 ,1130.05 ,12.62 ,972.72 ,0.67 ,0.00 ,0.10 ,35.77 ,42894.38 ,47157.69 ,12228.14 ,13123.55 
239.76 ,739.00 ,27.13 ,1237.36 ,15.62 ,1080.50 ,0.63 ,0.00 ,1.33 ,28.15 ,8210.21 ,42270.17 ,8117.11 ,18736.26 
164.78 ,422.50 ,11.24 ,1162.98 ,16.62 ,1063.12 ,0.54 ,0.00 ,1.10 ,135.20 ,1492.48 ,6586.95 ,150.00 ,753.33 
214.76 ,1109.75 ,9.63 ,1303.40 ,14.54 ,1053.94 ,0.63 ,0.00 ,0.66 ,62.95 ,9721.50 ,32515.04 ,10061.19 ,10194.48 
164.78 ,394.00 ,8.35 ,1156.25 ,16.74 ,1076.99 ,0.52 ,0.00 ,6.52 ,142.17 ,4097.26 ,5955.46 ,166.26 ,554.54 
189.77 ,858.00 ,10.65 ,1197.08 ,15.17 ,1046.80 ,0.60 ,0.00 ,1.16 ,33.15 ,10350.24 ,17109.28 ,7658.17 ,230.90 
167.47 ,659.25 ,19.75 ,1172.34 ,15.68 ,1067.25 ,0.60 ,0.00 ,1.17 ,31.90 ,15997.73 ,22483.94 ,696.49 ,3958.22 
264.75 ,927.25 ,24.04 ,1033.78 ,15.29 ,1041.46 ,0.66 ,0.00 ,2.50 ,48.19 ,1528.32 ,5318.60 ,4950.50 ,1259.96 
164.78 ,435.75 ,13.12 ,1154.84 ,16.40 ,1038.79 ,0.55 ,0.00 ,17.09 ,150.55 ,1739.97 ,5312.96 ,191.26 ,653.83 
164.78 ,441.00 ,18.19 ,1179.41 ,16.63 ,1066.39 ,0.53 ,0.00 ,4.33 ,132.04 ,15630.34 ,18468.01 ,7188.01 ,4457.30 
164.78 ,892.00 ,17.76 ,1092.03 ,14.86 ,1044.03 ,0.64 ,0.00 ,0.20 ,37.68 ,37700.23 ,31308.90 ,25514.85 ,1980.53 
239.76 ,618.25 ,14.55 ,1146.53 ,16.24 ,1051.12 ,0.56 ,0.00 ,2.24 ,136.40 ,5299.76 ,8889.74 ,1867.49 ,25.00 
264.75 ,632.50 ,17.27 ,1186.35 ,15.49 ,1097.90 ,0.60 ,0.00 ,1.32 ,31.28 ,50.00 ,5930.22 ,50.00 ,517.21 
164.78 ,671.75 ,11.42 ,1120.67 ,15.42 ,1071.12 ,0.56 ,0.00 ,2.16 ,39.02 ,17282.00 ,28044.03 ,6915.74 ,850.00 
264.75 ,542.50 ,15.39 ,1140.88 ,16.01 ,1038.87 ,0.57 ,0.00 ,3.74 ,131.99 ,13262.26 ,15187.74 ,3806.24 ,4172.23 
164.78 ,575.25 ,9.95 ,1246.41 ,15.89 ,1052.27 ,0.54 ,0.00 ,1.21 ,34.26 ,3850.65 ,21952.85 ,14735.84 ,1633.25 
239.76 ,793.00 ,12.22 ,1078.29 ,14.85 ,1064.44 ,0.59 ,0.00 ,0.43 ,40.02 ,32810.48 ,15474.09 ,10870.49 ,2913.33 
214.76 ,449.25 ,6.66 ,1190.72 ,16.84 ,1065.52 ,0.51 ,0.00 ,8.44 ,125.81 ,595.77 ,9190.62 ,1395.53 ,1344.43 
239.76 ,474.25 ,8.58 ,1288.25 ,16.54 ,1078.73 ,0.59 ,0.00 ,3.27 ,58.59 ,1150.00 ,25148.11 ,225.00 ,6732.57 
264.75 ,1715.25 ,22.36 ,1213.71 ,10.29 ,939.16 ,0.62 ,0.00 ,0.11 ,37.86 ,6101.43 ,18686.02 ,5450.46 ,10024.85 
264.75 ,686.50 ,28.46 ,1225.38 ,15.61 ,1082.01 ,0.58 ,0.00 ,1.05 ,29.45 ,792.15 ,27429.32 ,852.93 ,1203.12 
164.78 ,1190.00 ,13.61 ,1246.48 ,14.36 ,987.29 ,0.60 ,0.00 ,0.31 ,27.97 ,3293.55 ,31214.86 ,3344.77 ,5162.12 
170.16 ,1175.75 ,38.16 ,1061.16 ,14.06 ,1020.05 ,0.57 ,0.00 ,2.34 ,51.71 ,9235.12 ,17141.98 ,15215.37 ,950.00 
164.78 ,681.25 ,6.78 ,1182.80 ,15.96 ,1039.14 ,0.57 ,0.00 ,1.49 ,31.47 ,5896.40 ,12989.52 ,2264.40 ,3876.53 
239.76 ,629.25 ,20.43 ,1215.58 ,15.34 ,1074.72 ,0.58 ,0.00 ,0.34 ,30.40 ,16472.63 ,31028.50 ,2750.00 ,6973.34 
164.78 ,367.25 ,2.75 ,1163.84 ,16.70 ,1072.89 ,0.52 ,0.00 ,1.19 ,140.30 ,6731.08 ,7991.71 ,259.96 ,2295.10 
170.16 ,691.75 ,21.23 ,1113.67 ,15.77 ,1057.03 ,0.57 ,0.00 ,0.43 ,69.55 ,18347.41 ,28521.35 ,15486.37 ,2815.58 
164.78 ,373.75 ,6.30 ,1199.69 ,16.68 ,1070.99 ,0.55 ,0.00 ,0.99 ,147.23 ,7104.05 ,20324.06 ,2491.49 ,4153.01 
164.78 ,443.75 ,12.50 ,1166.70 ,16.60 ,1063.89 ,0.52 ,0.00 ,2.10 ,146.69 ,21149.65 ,22295.01 ,1013.66 ,151.61 
214.77 ,625.75 ,24.33 ,1124.13 ,16.05 ,1055.18 ,0.57 ,0.00 ,0.96 ,140.45 ,20378.11 ,24130.22 ,7728.36 ,1512.45 
170.16 ,373.50 ,11.46 ,1187.72 ,16.69 ,1070.42 ,0.53 ,0.00 ,5.85 ,141.73 ,12534.25 ,17693.71 ,3468.07 ,166.26 
264.75 ,851.00 ,34.77 ,1236.85 ,15.45 ,1036.77 ,0.60 ,0.00 ,1.19 ,27.28 ,14930.09 ,36752.79 ,10253.17 ,3871.37 
264.75 ,1493.50 ,31.27 ,1217.48 ,10.55 ,980.72 ,0.68 ,0.00 ,0.09 ,40.90 ,7976.68 ,14654.95 ,9089.97 ,8667.61 
164.78 ,842.25 ,14.30 ,1178.84 ,15.66 ,1025.84 ,0.57 ,0.00 ,0.40 ,141.98 ,7150.00 ,17642.78 ,14288.72 ,430.02 
239.76 ,998.50 ,25.73 ,1123.11 ,14.28 ,1009.58 ,0.60 ,0.00 ,0.35 ,46.60 ,7284.74 ,23456.93 ,4526.31 ,4875.19 
214.77 ,866.00 ,20.64 ,1242.81 ,15.34 ,1060.79 ,0.61 ,0.00 ,0.78 ,30.74 ,11958.57 ,44792.50 ,11827.40 ,17329.38 
164.78 ,1084.00 ,18.21 ,1055.82 ,13.22 ,996.64 ,0.59 ,0.00 ,1.42 ,46.08 ,4962.61 ,21406.72 ,16294.40 ,4405.39 
264.75 ,1324.00 ,49.54 ,1296.37 ,11.92 ,931.83 ,0.68 ,0.00 ,0.13 ,67.05 ,2250.00 ,37729.66 ,21187.91 ,2150.00 
214.77 ,1020.50 ,9.21 ,1122.05 ,14.09 ,1023.20 ,0.61 ,0.00 ,0.44 ,43.46 ,22680.11 ,23644.19 ,14771.85 ,3150.79 
264.75 ,1561.75 ,21.48 ,1048.73 ,10.30 ,940.02 ,0.71 ,0.00 ,0.10 ,36.80 ,7411.14 ,36565.66 ,6350.00 ,8674.53 
189.77 ,516.25 ,19.06 ,1254.05 ,16.05 ,1074.30 ,0.57 ,0.00 ,1.11 ,63.19 ,9107.55 ,42806.16 ,4315.96 ,3592.70 
164.78 ,380.00 ,2.36 ,1172.75 ,16.62 ,1062.66 ,0.54 ,0.00 ,1.04 ,141.38 ,2355.31 ,3750.67 ,3269.17 ,1407.16 
189.77 ,1070.25 ,18.82 ,1170.40 ,14.08 ,973.72 ,0.67 ,0.00 ,0.22 ,102.19 ,8365.85 ,25650.10 ,16659.16 ,7295.72 
167.47 ,848.00 ,25.96 ,1145.72 ,14.25 ,1035.92 ,0.60 ,0.00 ,0.80 ,33.62 ,37519.16 ,34350.07 ,3323.78 ,3253.84 
264.75 ,399.25 ,6.60 ,1245.40 ,16.26 ,1074.18 ,0.53 ,0.00 ,3.99 ,57.52 ,13881.19 ,37777.87 ,955.27 ,166.26 
260.85 ,840.30 ,33.88 ,1075.60 ,12.55 ,1006.41 ,0.63 ,0.00 ,0.48 ,39.69 ,25309.28 ,30713.10 ,19393.01 ,504.56 
189.77 ,761.50 ,18.33 ,1115.33 ,14.35 ,1088.41 ,0.59 ,0.00 ,0.73 ,31.55 ,44444.21 ,30872.76 ,4116.73 ,350.00 
264.75 ,1013.50 ,18.84 ,1178.26 ,14.53 ,1051.85 ,0.66 ,0.00 ,0.21 ,30.92 ,22231.23 ,22342.06 ,12503.10 ,5091.91 
164.78 ,412.50 ,14.07 ,1236.72 ,16.27 ,1069.41 ,0.54 ,0.00 ,1.19 ,47.37 ,6816.71 ,20207.12 ,12811.23 ,3287.48 
189.77 ,560.75 ,5.68 ,1099.38 ,15.83 ,1070.43 ,0.56 ,0.00 ,3.16 ,44.74 ,4539.55 ,31607.40 ,4035.78 ,3395.22 
170.16 ,548.75 ,8.18 ,1070.07 ,15.86 ,1065.51 ,0.52 ,0.00 ,6.05 ,54.71 ,6592.99 ,16896.38 ,1872.83 ,217.87 
164.78 ,662.00 ,16.72 ,1278.57 ,15.90 ,1051.30 ,0.61 ,0.00 ,0.65 ,64.35 ,2974.47 ,29353.49 ,3323.78 ,4490.82 
172.85 ,429.50 ,10.47 ,1162.85 ,15.96 ,1102.63 ,0.56 ,0.00 ,3.25 ,35.64 ,27512.32 ,36037.86 ,14257.19 ,3176.08 
264.75 ,1012.00 ,34.30 ,1139.28 ,12.86 ,999.29 ,0.66 ,0.00 ,0.30 ,36.62 ,38898.94 ,43985.54 ,10598.47 ,14475.06 
264.75 ,1021.25 ,15.74 ,1258.19 ,14.58 ,1004.17 ,0.66 ,0.00 ,0.41 ,27.99 ,1768.47 ,41895.43 ,1768.47 ,8726.25 
172.85 ,878.00 ,35.48 ,1132.62 ,13.59 ,1045.78 ,0.63 ,0.00 ,0.19 ,32.30 ,42796.35 ,45192.12 ,766.49 ,10487.49 
264.75 ,777.25 ,19.87 ,1165.20 ,14.95 ,1045.10 ,0.67 ,0.00 ,0.59 ,40.43 ,11774.02 ,25462.28 ,18253.43 ,3021.18 
198.61 ,857.25 ,8.71 ,1276.00 ,15.45 ,1012.79 ,0.54 ,0.00 ,2.53 ,69.32 ,9076.76 ,20114.36 ,12333.19 ,245.71 
164.78 ,414.25 ,15.96 ,1148.58 ,16.30 ,1064.79 ,0.53 ,0.00 ,1.74 ,127.36 ,8042.85 ,10053.23 ,2790.61 ,5097.79 
264.75 ,973.25 ,17.10 ,1199.89 ,14.92 ,1013.69 ,0.64 ,0.00 ,0.40 ,30.30 ,2264.40 ,8168.69 ,1839.16 ,1930.67 
164.78 ,1146.00 ,19.52 ,981.97 ,12.24 ,1003.18 ,0.58 ,0.00 ,1.31 ,56.76 ,3628.71 ,29649.41 ,28038.32 ,3771.27 
175.54 ,830.95 ,22.81 ,1147.64 ,13.44 ,1051.66 ,0.62 ,0.00 ,0.45 ,27.04 ,5709.07 ,33665.96 ,7377.10 ,6205.46 
164.78 ,421.00 ,4.21 ,1154.90 ,16.62 ,1071.95 ,0.49 ,0.00 ,7.22 ,84.99 ,18596.44 ,27947.59 ,2695.83 ,6732.57 
264.75 ,1535.54 ,30.02 ,1055.40 ,8.92 ,956.18 ,0.71 ,0.00 ,0.05 ,36.24 ,5340.13 ,41409.83 ,10145.20 ,5361.25 
214.76 ,388.25 ,12.54 ,1217.79 ,16.62 ,1062.46 ,0.50 ,0.00 ,2.53 ,40.48 ,287.46 ,12662.05 ,5191.10 ,766.49 
