CS,ELE,SL,AMP,AMT,AME,NDVI,NL,POP,GDP,DTW,DTG,DTH,DTC
220.15 ,3884.25 ,30.45 ,794.10 ,3.72 ,750.78 ,0.61 ,0.00 ,0.01 ,1.82 ,2535.25 ,61424.65 ,50778.61 ,23102.54 
264.75 ,3106.00 ,32.98 ,889.87 ,8.20 ,926.28 ,0.62 ,0.00 ,0.04 ,4.35 ,3539.09 ,38301.54 ,24454.19 ,3876.53 
175.54 ,3827.00 ,21.24 ,709.24 ,3.32 ,892.00 ,0.44 ,0.00 ,0.07 ,1.20 ,3070.42 ,54423.59 ,24944.49 ,51288.08 
264.75 ,4074.50 ,23.81 ,763.40 ,1.00 ,654.70 ,0.60 ,0.00 ,0.01 ,1.10 ,1966.60 ,30245.79 ,30280.81 ,11596.01 
264.75 ,3898.00 ,26.16 ,854.71 ,3.38 ,755.64 ,0.69 ,0.00 ,0.09 ,7.23 ,7143.35 ,12640.71 ,10140.39 ,11744.25 
264.75 ,3031.00 ,29.89 ,786.87 ,9.54 ,918.51 ,0.67 ,0.00 ,0.02 ,3.78 ,5179.53 ,61951.01 ,58337.02 ,15612.42 
175.54 ,4485.25 ,12.38 ,814.46 ,-1.16 ,655.76 ,0.38 ,0.00 ,0.01 ,2.98 ,3109.26 ,65056.96 ,15281.61 ,9956.28 
167.47 ,1519.75 ,47.97 ,929.80 ,14.79 ,1127.78 ,0.61 ,0.01 ,0.31 ,38.96 ,151.61 ,50252.44 ,31854.79 ,217.87 
175.54 ,3392.00 ,33.42 ,909.05 ,5.64 ,908.38 ,0.55 ,0.00 ,0.00 ,8.25 ,8443.19 ,43595.73 ,37634.13 ,17905.52 
220.15 ,3963.50 ,23.84 ,838.27 ,2.30 ,750.14 ,0.60 ,0.00 ,0.02 ,3.61 ,13603.95 ,48210.04 ,14911.32 ,13631.12 
175.54 ,2964.50 ,37.81 ,796.69 ,10.13 ,1008.03 ,0.57 ,0.00 ,0.27 ,3.00 ,692.99 ,55239.73 ,52418.20 ,19951.63 
264.75 ,3652.00 ,27.80 ,863.72 ,5.64 ,912.32 ,0.68 ,0.00 ,0.02 ,6.09 ,4048.15 ,28337.04 ,27663.47 ,28114.90 
242.45 ,4211.50 ,11.61 ,727.62 ,1.38 ,754.18 ,0.44 ,0.00 ,0.01 ,1.41 ,5022.70 ,27792.22 ,25526.60 ,22952.72 
150.76 ,4657.00 ,16.49 ,751.49 ,-1.70 ,691.97 ,0.30 ,0.00 ,0.02 ,1.10 ,1904.60 ,54382.23 ,33885.50 ,54451.52 
264.75 ,3050.75 ,28.30 ,798.05 ,11.51 ,1028.65 ,0.75 ,0.00 ,0.02 ,4.53 ,1416.86 ,71762.16 ,30208.40 ,16416.07 
175.54 ,4339.50 ,7.94 ,736.68 ,-0.35 ,696.93 ,0.44 ,0.00 ,0.01 ,1.38 ,450.00 ,17720.26 ,17689.76 ,7240.68 
175.54 ,4557.25 ,16.45 ,735.15 ,-1.38 ,690.84 ,0.40 ,0.00 ,0.01 ,1.32 ,6551.91 ,14778.62 ,8150.00 ,10674.62 
264.75 ,2929.00 ,36.45 ,910.39 ,9.97 ,959.29 ,0.71 ,0.00 ,0.11 ,40.21 ,2815.58 ,21975.16 ,21193.10 ,2761.79 
175.54 ,3798.00 ,3.18 ,813.04 ,1.93 ,806.34 ,0.50 ,0.00 ,0.02 ,15.92 ,3415.77 ,59642.16 ,47559.72 ,21536.19 
175.54 ,4400.75 ,18.54 ,829.16 ,0.85 ,659.41 ,0.57 ,0.00 ,0.01 ,2.99 ,10949.31 ,47675.86 ,47278.62 ,13960.21 
197.84 ,4113.25 ,19.98 ,730.50 ,1.78 ,787.33 ,0.50 ,0.00 ,0.03 ,1.34 ,4852.58 ,63304.25 ,34710.63 ,59950.54 
175.54 ,4730.25 ,18.99 ,740.69 ,-0.75 ,668.46 ,0.39 ,0.00 ,0.02 ,1.16 ,4809.11 ,19545.01 ,2783.43 ,9336.35 
175.54 ,4418.00 ,14.23 ,850.40 ,-1.14 ,640.65 ,0.41 ,0.00 ,0.04 ,7.83 ,50.00 ,13630.39 ,8061.48 ,6550.00 
264.75 ,3385.00 ,37.44 ,758.89 ,6.23 ,998.62 ,0.65 ,0.00 ,0.04 ,2.42 ,2550.00 ,37110.75 ,27207.12 ,2450.00 
239.76 ,2539.75 ,18.66 ,830.88 ,11.82 ,1066.61 ,0.67 ,0.00 ,0.34 ,4.74 ,1269.86 ,52552.90 ,920.60 ,3204.29 
264.75 ,2677.50 ,12.98 ,844.86 ,10.09 ,1001.36 ,0.69 ,0.00 ,0.08 ,3.97 ,1143.46 ,73571.78 ,19586.92 ,1049.94 
175.54 ,4525.00 ,25.57 ,849.64 ,-0.86 ,646.02 ,0.60 ,0.00 ,0.02 ,7.63 ,4475.21 ,36466.25 ,31192.75 ,16310.96 
264.75 ,3854.00 ,22.41 ,796.10 ,3.84 ,799.47 ,0.73 ,0.00 ,0.01 ,2.75 ,12535.85 ,66142.33 ,3990.93 ,15830.59 
264.75 ,2274.25 ,36.07 ,816.91 ,12.65 ,1106.99 ,0.56 ,0.00 ,0.12 ,1.72 ,13631.86 ,57660.45 ,56659.93 ,474.51 
264.75 ,4119.25 ,21.20 ,816.48 ,3.39 ,698.77 ,0.55 ,0.00 ,0.03 ,3.32 ,7378.85 ,72717.31 ,3866.20 ,7200.52 
175.54 ,4708.25 ,10.08 ,728.37 ,-3.35 ,587.77 ,0.29 ,0.00 ,0.01 ,1.30 ,2695.83 ,33639.38 ,10818.85 ,17085.88 
264.75 ,3656.00 ,36.81 ,803.80 ,5.63 ,846.11 ,0.76 ,0.00 ,0.02 ,2.37 ,1904.60 ,49574.26 ,49251.27 ,16822.08 
175.54 ,4870.25 ,18.31 ,763.78 ,-3.94 ,577.07 ,0.15 ,0.00 ,0.01 ,3.49 ,3287.48 ,37666.53 ,22995.81 ,13791.57 
125.97 ,4995.75 ,46.00 ,844.70 ,-5.03 ,439.80 ,0.16 ,0.00 ,0.01 ,5.22 ,2903.02 ,26445.94 ,19362.53 ,14903.94 
264.75 ,2921.00 ,35.61 ,889.56 ,8.78 ,924.68 ,0.74 ,0.00 ,0.03 ,2.98 ,2951.70 ,35985.93 ,35457.97 ,25016.54 
125.97 ,4802.25 ,26.73 ,819.33 ,-2.60 ,594.57 ,0.30 ,0.00 ,0.01 ,12.62 ,12058.50 ,46944.52 ,32880.50 ,6370.83 
175.54 ,4560.50 ,23.74 ,856.44 ,-2.72 ,604.61 ,0.28 ,0.00 ,0.01 ,6.77 ,287.46 ,26377.79 ,25267.12 ,25108.71 
264.75 ,3518.25 ,30.88 ,885.68 ,5.79 ,784.21 ,0.61 ,0.00 ,0.01 ,17.04 ,9021.50 ,35980.66 ,35290.05 ,17709.53 
264.75 ,3028.25 ,45.96 ,816.84 ,9.12 ,987.93 ,0.68 ,0.00 ,0.04 ,4.00 ,848.61 ,61512.66 ,8971.48 ,861.81 
218.49 ,4214.00 ,27.93 ,748.04 ,0.46 ,731.65 ,0.45 ,0.00 ,0.00 ,1.27 ,6999.11 ,50354.82 ,36073.36 ,44744.02 
175.54 ,3645.00 ,30.09 ,864.97 ,1.05 ,757.56 ,0.70 ,0.00 ,0.01 ,8.70 ,4821.57 ,35829.98 ,30773.16 ,20781.90 
264.75 ,3987.50 ,31.56 ,815.77 ,3.86 ,824.37 ,0.67 ,0.00 ,0.05 ,3.28 ,4276.41 ,66068.20 ,15374.25 ,4315.96 
175.54 ,3877.25 ,25.53 ,839.95 ,-0.06 ,720.19 ,0.55 ,0.00 ,0.01 ,8.68 ,5389.57 ,25810.61 ,20657.38 ,20650.61 
264.75 ,4035.23 ,20.71 ,757.29 ,3.73 ,751.72 ,0.00 ,0.00 ,0.02 ,11.87 ,3296.27 ,55195.52 ,44892.73 ,5688.32 
264.75 ,3751.25 ,24.52 ,757.31 ,4.46 ,882.63 ,0.60 ,0.00 ,0.03 ,1.34 ,11410.85 ,34005.99 ,33380.64 ,21248.71 
175.54 ,4486.50 ,19.11 ,699.51 ,-1.06 ,664.79 ,0.43 ,0.00 ,0.01 ,3.49 ,11045.70 ,39516.67 ,10783.67 ,12368.00 
175.54 ,4413.25 ,36.81 ,806.82 ,0.47 ,599.34 ,0.38 ,0.00 ,0.00 ,3.50 ,2574.39 ,75476.67 ,40146.57 ,14487.49 
264.75 ,3493.50 ,32.20 ,874.48 ,5.82 ,896.03 ,0.64 ,0.00 ,0.08 ,7.74 ,5131.03 ,7495.83 ,2877.94 ,2930.44 
264.75 ,3876.75 ,35.40 ,903.19 ,4.26 ,790.92 ,0.52 ,0.00 ,0.02 ,37.80 ,6331.47 ,41604.18 ,37650.60 ,7850.00 
264.75 ,3999.25 ,32.56 ,774.66 ,2.30 ,779.00 ,0.61 ,0.00 ,0.01 ,1.11 ,3990.93 ,59032.26 ,46238.38 ,51954.09 
175.54 ,4392.25 ,10.73 ,703.23 ,1.54 ,817.25 ,0.44 ,0.00 ,0.03 ,1.33 ,9832.98 ,11832.48 ,3691.54 ,11159.19 
264.75 ,3680.75 ,25.24 ,910.53 ,6.44 ,852.19 ,0.71 ,0.00 ,0.04 ,8.43 ,5694.52 ,35779.71 ,28400.48 ,9955.78 
220.15 ,4082.00 ,27.41 ,877.09 ,3.38 ,713.43 ,0.60 ,0.00 ,0.10 ,7.68 ,7950.00 ,6015.60 ,3814.12 ,5591.73 
264.75 ,3809.50 ,18.92 ,680.23 ,1.33 ,775.41 ,0.73 ,0.00 ,0.01 ,2.12 ,14054.45 ,36016.21 ,8073.88 ,12026.12 
264.75 ,3900.75 ,29.52 ,783.67 ,1.54 ,759.89 ,0.67 ,0.00 ,0.01 ,1.49 ,7251.72 ,64513.00 ,48111.82 ,5575.62 
264.75 ,3837.25 ,31.39 ,892.79 ,6.20 ,891.56 ,0.74 ,0.00 ,0.03 ,8.24 ,10247.32 ,21830.88 ,14077.91 ,3631.46 
175.54 ,4641.50 ,31.45 ,759.62 ,-1.93 ,603.71 ,0.34 ,0.00 ,0.01 ,1.18 ,2645.87 ,18697.79 ,18881.94 ,9034.79 
264.75 ,4050.50 ,27.03 ,876.72 ,2.88 ,712.74 ,0.60 ,0.00 ,0.01 ,4.07 ,7558.27 ,33737.33 ,18815.09 ,8230.89 
205.28 ,2948.00 ,35.49 ,862.95 ,10.54 ,1039.97 ,0.55 ,0.00 ,0.08 ,2.84 ,905.57 ,34850.93 ,34145.39 ,29182.66 
264.75 ,2895.00 ,15.78 ,822.66 ,10.54 ,1005.67 ,0.58 ,0.00 ,0.24 ,3.92 ,2246.66 ,42343.92 ,3021.18 ,2490.99 
175.54 ,4282.00 ,5.55 ,721.75 ,0.72 ,707.83 ,0.40 ,0.00 ,0.00 ,1.34 ,4030.82 ,28920.71 ,25930.05 ,25573.96 
231.43 ,2311.50 ,27.22 ,909.28 ,10.84 ,1031.09 ,0.64 ,0.00 ,0.20 ,50.94 ,2706.94 ,49371.32 ,32343.89 ,2974.47 
264.75 ,3421.00 ,35.55 ,841.16 ,6.33 ,870.75 ,0.69 ,0.00 ,0.07 ,3.13 ,9408.91 ,69961.48 ,25102.74 ,9408.91 
171.41 ,4772.00 ,18.82 ,767.96 ,-2.29 ,613.19 ,0.28 ,0.00 ,0.01 ,1.25 ,2628.21 ,36512.57 ,19071.64 ,12405.95 
264.75 ,3573.75 ,50.07 ,881.66 ,3.02 ,832.59 ,0.73 ,0.00 ,0.01 ,8.97 ,4102.13 ,39514.39 ,33187.16 ,18438.75 
264.75 ,2270.25 ,33.34 ,810.11 ,11.90 ,1133.09 ,0.54 ,0.00 ,0.12 ,3.67 ,955.27 ,72535.56 ,9622.24 ,17761.97 
264.75 ,3272.25 ,24.23 ,879.77 ,8.03 ,896.64 ,0.59 ,0.00 ,0.18 ,6.11 ,5103.68 ,18248.49 ,17338.61 ,15118.45 
171.41 ,4400.25 ,1.24 ,693.73 ,-0.16 ,710.16 ,0.40 ,0.00 ,0.00 ,1.30 ,1052.38 ,43749.37 ,6282.32 ,6821.11 
264.75 ,3487.50 ,23.56 ,733.95 ,5.52 ,850.25 ,0.55 ,0.00 ,0.04 ,1.20 ,8418.28 ,24396.88 ,13028.72 ,17082.96 
175.54 ,4408.25 ,27.98 ,843.93 ,-1.87 ,669.18 ,0.49 ,0.00 ,0.01 ,7.42 ,2026.70 ,12609.02 ,6802.76 ,8119.58 
264.75 ,3814.50 ,28.18 ,840.70 ,3.50 ,790.98 ,0.65 ,0.00 ,0.01 ,2.99 ,12566.92 ,53180.71 ,41505.75 ,12752.55 
220.15 ,3804.75 ,20.34 ,661.30 ,4.53 ,791.17 ,0.64 ,0.00 ,0.01 ,1.08 ,12178.98 ,63359.04 ,31764.56 ,27578.39 
171.41 ,4498.00 ,11.51 ,688.11 ,-0.86 ,671.23 ,0.42 ,0.00 ,0.00 ,1.36 ,1734.21 ,48344.68 ,12545.42 ,12558.96 
264.75 ,3169.50 ,40.25 ,776.93 ,9.03 ,955.80 ,0.60 ,0.00 ,0.05 ,1.34 ,1098.86 ,39749.31 ,18358.31 ,963.07 
264.75 ,4054.25 ,26.25 ,833.51 ,2.04 ,774.90 ,0.61 ,0.00 ,0.01 ,2.86 ,10309.58 ,43760.57 ,43327.45 ,17556.41 
175.54 ,4540.75 ,27.45 ,736.78 ,-1.37 ,638.47 ,0.37 ,0.00 ,0.01 ,1.35 ,2797.77 ,22172.22 ,19869.76 ,17810.88 
264.75 ,3064.50 ,41.87 ,876.83 ,6.80 ,969.44 ,0.70 ,0.00 ,0.03 ,4.18 ,3606.59 ,50878.36 ,35912.50 ,3323.78 
223.10 ,2735.25 ,25.69 ,831.66 ,9.92 ,960.01 ,0.67 ,0.00 ,0.17 ,4.14 ,5823.01 ,32921.23 ,10513.21 ,5600.67 
189.77 ,2612.00 ,22.66 ,837.99 ,11.28 ,1019.30 ,0.52 ,0.00 ,0.14 ,5.48 ,2264.40 ,35165.43 ,5408.10 ,2250.00 
220.15 ,4016.00 ,36.14 ,862.25 ,4.48 ,765.94 ,0.67 ,0.00 ,0.01 ,5.60 ,6806.43 ,27564.24 ,26085.01 ,26928.19 
197.84 ,3484.50 ,26.99 ,791.30 ,3.41 ,826.12 ,0.56 ,0.00 ,0.02 ,1.70 ,5694.52 ,67946.51 ,47813.68 ,6872.23 
264.75 ,3861.75 ,15.94 ,760.85 ,3.30 ,820.67 ,0.59 ,0.00 ,0.01 ,1.23 ,2971.11 ,56572.14 ,48257.51 ,48251.30 
264.75 ,3647.00 ,38.16 ,873.24 ,6.22 ,901.77 ,0.66 ,0.00 ,0.03 ,6.93 ,3386.37 ,36853.59 ,34591.73 ,12459.83 
175.54 ,4805.50 ,32.03 ,865.03 ,-1.61 ,585.16 ,0.21 ,0.00 ,0.00 ,4.02 ,3050.00 ,47688.44 ,41624.36 ,13476.92 
175.54 ,2682.00 ,27.58 ,767.21 ,9.39 ,1046.71 ,0.45 ,0.00 ,0.07 ,1.37 ,3112.47 ,53415.42 ,335.85 ,15474.09 
264.75 ,4090.75 ,27.03 ,800.67 ,0.93 ,738.38 ,0.64 ,0.00 ,0.01 ,2.70 ,12052.70 ,62890.44 ,7558.27 ,16665.76 
125.97 ,5121.50 ,46.16 ,854.79 ,-8.97 ,461.67 ,0.03 ,0.00 ,0.00 ,7.52 ,9018.18 ,42195.11 ,42028.65 ,9556.54 
197.84 ,4240.00 ,32.34 ,848.49 ,2.07 ,706.02 ,0.50 ,0.00 ,0.00 ,15.89 ,12434.93 ,42367.29 ,33086.66 ,14986.91 
175.54 ,4028.00 ,37.86 ,878.22 ,4.78 ,763.88 ,0.64 ,0.00 ,0.26 ,8.06 ,7218.55 ,5881.11 ,5191.10 ,5694.52 
175.54 ,4516.00 ,12.82 ,729.23 ,-1.19 ,637.53 ,0.35 ,0.00 ,0.01 ,1.33 ,1950.00 ,53121.82 ,15969.58 ,48587.32 
175.54 ,4468.50 ,26.59 ,773.72 ,1.01 ,710.10 ,0.62 ,0.00 ,0.02 ,1.43 ,14785.38 ,34882.77 ,33968.63 ,25197.38 
175.54 ,4691.75 ,21.93 ,845.02 ,-1.49 ,643.93 ,0.56 ,0.00 ,0.03 ,7.28 ,10474.13 ,25949.71 ,22391.68 ,19973.67 
264.75 ,3134.75 ,16.25 ,863.66 ,3.02 ,843.30 ,0.54 ,0.00 ,0.00 ,13.12 ,1734.21 ,44294.78 ,44020.31 ,1589.81 
175.54 ,4538.25 ,24.07 ,817.34 ,-1.53 ,669.75 ,0.41 ,0.00 ,0.01 ,2.91 ,1768.47 ,50819.16 ,50114.94 ,15472.80 
175.54 ,4499.25 ,17.01 ,723.38 ,0.59 ,800.22 ,0.36 ,0.00 ,0.02 ,1.34 ,5433.92 ,7849.04 ,6022.25 ,4572.47 
189.77 ,2335.50 ,20.98 ,886.73 ,13.55 ,1073.38 ,0.49 ,0.00 ,0.17 ,22.33 ,1499.17 ,23601.01 ,22851.42 ,21614.06 
175.54 ,3317.25 ,23.64 ,952.02 ,8.00 ,891.18 ,0.46 ,0.00 ,0.19 ,39.73 ,8184.59 ,27794.02 ,21724.81 ,4389.48 
264.75 ,3406.00 ,29.90 ,894.82 ,6.80 ,858.19 ,0.66 ,0.00 ,0.02 ,16.68 ,9932.14 ,39937.55 ,38803.70 ,14778.62 
175.54 ,4591.00 ,21.01 ,789.85 ,-2.66 ,649.82 ,0.53 ,0.00 ,0.08 ,1.97 ,3965.79 ,53132.17 ,50693.27 ,12430.10 
175.54 ,4587.25 ,20.85 ,859.46 ,-0.60 ,635.24 ,0.45 ,0.00 ,0.01 ,7.35 ,4530.73 ,34827.97 ,30688.56 ,14214.34 
264.75 ,3534.25 ,39.94 ,875.97 ,4.44 ,866.41 ,0.67 ,0.00 ,0.06 ,7.50 ,4899.75 ,9475.63 ,6150.41 ,8433.71 
175.54 ,4589.50 ,13.34 ,708.70 ,-1.59 ,643.04 ,0.35 ,0.00 ,0.01 ,1.64 ,3185.51 ,24396.88 ,2450.00 ,8528.04 
125.97 ,4943.25 ,28.66 ,841.28 ,-5.94 ,464.97 ,0.09 ,0.00 ,0.01 ,9.16 ,1768.47 ,32480.57 ,20011.68 ,8096.14 
175.54 ,4265.50 ,34.58 ,871.20 ,1.61 ,727.87 ,0.40 ,0.00 ,0.11 ,8.90 ,12554.98 ,41335.06 ,35592.80 ,32311.72 
175.54 ,2767.25 ,23.49 ,887.67 ,9.27 ,1016.36 ,0.57 ,0.00 ,0.18 ,5.92 ,1211.40 ,28039.39 ,22611.67 ,3731.96 
220.15 ,4039.25 ,23.97 ,742.13 ,3.61 ,769.18 ,0.54 ,0.00 ,0.09 ,1.11 ,11174.41 ,27276.50 ,26189.07 ,18265.47 
220.15 ,4221.25 ,28.74 ,777.21 ,1.78 ,656.39 ,0.48 ,0.00 ,0.00 ,1.48 ,2245.66 ,49867.10 ,51142.43 ,10943.83 
175.54 ,4462.75 ,23.44 ,771.76 ,-0.50 ,687.86 ,0.43 ,0.00 ,0.04 ,1.23 ,3679.83 ,40767.73 ,10549.29 ,13144.11 
264.75 ,3450.75 ,20.28 ,812.25 ,6.72 ,870.98 ,0.58 ,0.00 ,0.04 ,2.64 ,4048.15 ,51614.02 ,43896.78 ,1596.09 
125.97 ,4789.25 ,12.11 ,811.37 ,-3.23 ,574.07 ,0.29 ,0.00 ,0.01 ,8.28 ,2316.79 ,47872.62 ,34439.33 ,7701.14 
175.54 ,4697.50 ,6.90 ,757.71 ,-2.33 ,645.66 ,0.36 ,0.00 ,0.01 ,1.28 ,7251.72 ,16577.32 ,14962.20 ,10403.24 
264.75 ,3822.50 ,32.40 ,851.10 ,2.80 ,795.73 ,0.65 ,0.00 ,0.01 ,6.56 ,5452.29 ,37134.72 ,33642.05 ,11101.69 
264.75 ,3831.75 ,29.20 ,791.76 ,5.19 ,763.94 ,0.66 ,0.00 ,0.01 ,8.62 ,2677.22 ,52579.34 ,42328.09 ,25308.64 
175.54 ,3865.00 ,29.66 ,885.96 ,4.24 ,808.48 ,0.56 ,0.00 ,0.06 ,5.22 ,3628.71 ,10188.60 ,8204.42 ,8703.30 
264.75 ,2841.25 ,19.11 ,799.82 ,8.76 ,916.05 ,0.72 ,0.00 ,0.02 ,3.85 ,15769.19 ,54592.38 ,59015.48 ,8974.83 
175.54 ,4076.75 ,40.74 ,818.85 ,3.61 ,715.08 ,0.66 ,0.00 ,0.01 ,2.33 ,3824.59 ,52822.23 ,50573.78 ,24507.29 
175.54 ,4470.75 ,29.52 ,761.88 ,-0.38 ,666.95 ,0.42 ,0.00 ,0.01 ,2.15 ,1373.86 ,61950.20 ,46834.04 ,48088.75 
220.15 ,3244.75 ,23.93 ,869.29 ,6.66 ,922.31 ,0.65 ,0.00 ,0.02 ,3.65 ,9369.50 ,54212.61 ,31574.79 ,9573.27 
175.54 ,4568.25 ,6.38 ,718.86 ,-2.88 ,604.59 ,0.30 ,0.00 ,0.01 ,1.41 ,259.96 ,38099.97 ,5162.12 ,14336.23 
242.45 ,4112.75 ,20.89 ,808.13 ,1.93 ,725.19 ,0.61 ,0.00 ,0.01 ,3.28 ,8782.23 ,66499.68 ,2574.39 ,9771.77 
264.75 ,2572.50 ,29.54 ,877.35 ,9.50 ,1059.51 ,0.57 ,0.00 ,0.13 ,3.99 ,931.40 ,50121.93 ,33545.60 ,638.35 
264.75 ,2910.75 ,39.79 ,878.11 ,7.29 ,960.33 ,0.73 ,0.00 ,0.04 ,6.72 ,3153.97 ,42752.63 ,39280.88 ,5444.95 
264.75 ,2559.50 ,34.33 ,904.07 ,11.13 ,1037.35 ,0.65 ,0.00 ,0.14 ,11.25 ,10753.02 ,59401.24 ,53190.30 ,17281.42 
264.75 ,3390.00 ,25.95 ,785.79 ,4.78 ,858.87 ,0.66 ,0.00 ,0.03 ,3.33 ,4911.98 ,67286.02 ,20922.89 ,16195.29 
233.27 ,3886.13 ,15.68 ,761.28 ,4.93 ,798.46 ,0.00 ,0.00 ,0.01 ,1.42 ,5785.40 ,57382.55 ,43373.38 ,4399.40 
264.75 ,3906.00 ,16.31 ,742.72 ,4.23 ,821.45 ,0.65 ,0.00 ,0.02 ,1.69 ,5844.87 ,19266.75 ,7896.04 ,17674.49 
0.19 ,4383.00 ,0.00 ,692.65 ,-0.33 ,700.80 ,0.32 ,0.00 ,0.00 ,1.41 ,25.00 ,41837.87 ,3314.74 ,6223.14 
264.75 ,2069.00 ,46.29 ,899.75 ,10.44 ,1038.61 ,0.67 ,0.00 ,0.15 ,10.62 ,2969.85 ,42053.63 ,41235.27 ,433.01 
197.84 ,3892.75 ,26.79 ,815.23 ,1.05 ,815.52 ,0.62 ,0.00 ,0.05 ,14.12 ,5687.49 ,54719.17 ,40680.06 ,1186.38 
142.49 ,4661.00 ,20.69 ,791.86 ,-1.79 ,656.72 ,0.39 ,0.00 ,0.01 ,1.27 ,5926.00 ,61452.48 ,60304.79 ,37212.73 
264.75 ,3343.00 ,23.63 ,870.55 ,7.56 ,965.51 ,0.72 ,0.00 ,0.01 ,2.98 ,5850.43 ,42456.89 ,41570.03 ,19853.15 
175.54 ,4286.25 ,5.27 ,723.70 ,1.36 ,770.19 ,0.43 ,0.00 ,0.03 ,1.32 ,5350.47 ,53027.61 ,20288.60 ,49908.59 
220.15 ,4110.25 ,26.94 ,728.99 ,1.58 ,800.19 ,0.46 ,0.00 ,0.02 ,1.20 ,10147.29 ,32193.28 ,6037.18 ,2499.50 
264.75 ,2960.50 ,21.43 ,866.98 ,7.63 ,945.97 ,0.72 ,0.00 ,0.08 ,4.33 ,11574.43 ,10536.01 ,1904.60 ,8519.83 
175.54 ,4545.00 ,17.72 ,810.60 ,-2.97 ,615.43 ,0.25 ,0.00 ,0.01 ,1.56 ,1071.21 ,71827.06 ,39738.49 ,10709.11 
197.84 ,2411.50 ,34.90 ,874.07 ,11.13 ,1084.75 ,0.55 ,0.00 ,0.15 ,16.39 ,1259.00 ,28103.51 ,27447.90 ,16875.05 
264.75 ,4051.50 ,26.34 ,798.68 ,3.29 ,732.79 ,0.67 ,0.00 ,0.01 ,3.37 ,6012.28 ,79198.02 ,36891.02 ,17750.71 
175.54 ,4539.50 ,11.48 ,716.47 ,-1.27 ,665.42 ,0.32 ,0.00 ,0.01 ,1.38 ,750.00 ,50461.94 ,9981.36 ,34169.10 
175.54 ,4798.25 ,32.82 ,793.39 ,-3.00 ,570.56 ,0.18 ,0.00 ,0.01 ,1.38 ,1850.00 ,62498.06 ,10004.37 ,6150.41 
175.54 ,4140.00 ,14.45 ,831.10 ,-1.33 ,663.98 ,0.41 ,0.00 ,0.01 ,12.94 ,7892.24 ,53506.89 ,40163.76 ,18767.72 
264.75 ,3540.50 ,16.05 ,860.26 ,5.40 ,857.67 ,0.73 ,0.00 ,0.01 ,3.35 ,5786.84 ,60357.17 ,41590.23 ,6078.45 
220.15 ,2389.00 ,34.03 ,880.44 ,12.01 ,1023.52 ,0.60 ,0.00 ,0.13 ,20.38 ,2295.10 ,24195.20 ,23562.42 ,17809.20 
264.75 ,3883.75 ,27.73 ,867.22 ,2.73 ,795.69 ,0.59 ,0.00 ,0.01 ,3.95 ,1774.12 ,60337.28 ,44046.65 ,8070.46 
175.54 ,4634.25 ,27.35 ,753.16 ,-2.76 ,575.60 ,0.23 ,0.00 ,0.02 ,2.64 ,920.60 ,15085.34 ,13026.42 ,10644.40 
175.54 ,4118.25 ,8.75 ,722.02 ,1.81 ,796.61 ,0.44 ,0.00 ,0.04 ,1.13 ,5468.77 ,10564.45 ,3542.25 ,9021.50 
197.14 ,3831.59 ,17.14 ,772.15 ,2.78 ,766.87 ,0.50 ,0.00 ,0.00 ,1.83 ,5181.08 ,43095.73 ,47022.89 ,15083.74 
242.45 ,2368.50 ,36.30 ,889.40 ,12.09 ,1026.13 ,0.67 ,0.00 ,0.17 ,6.09 ,2246.66 ,40598.12 ,39555.37 ,550.00 
175.54 ,4071.57 ,19.40 ,774.61 ,1.41 ,781.81 ,0.43 ,0.00 ,0.01 ,3.72 ,3603.29 ,40773.49 ,44597.38 ,18062.80 
205.28 ,3946.50 ,5.00 ,686.32 ,3.13 ,795.88 ,0.45 ,0.00 ,0.04 ,1.56 ,6256.80 ,19809.28 ,25.00 ,5095.83 
264.75 ,3903.75 ,30.89 ,784.94 ,2.85 ,664.08 ,0.62 ,0.00 ,0.00 ,3.21 ,4850.52 ,78831.01 ,36306.30 ,18554.99 
264.75 ,3090.75 ,37.08 ,887.63 ,7.63 ,953.48 ,0.63 ,0.00 ,0.20 ,18.22 ,4362.05 ,47085.11 ,46137.05 ,2710.63 
125.97 ,4621.25 ,17.25 ,851.81 ,-0.86 ,639.13 ,0.29 ,0.00 ,0.02 ,7.61 ,9056.90 ,41782.62 ,36277.37 ,30047.42 
264.75 ,3987.25 ,18.72 ,792.92 ,2.15 ,777.91 ,0.71 ,0.00 ,0.01 ,2.62 ,7712.81 ,51513.18 ,26588.11 ,9753.33 
264.75 ,3469.25 ,33.68 ,783.24 ,6.15 ,873.82 ,0.67 ,0.00 ,0.06 ,9.30 ,12167.48 ,58506.64 ,40010.34 ,1415.10 
264.75 ,3004.75 ,49.93 ,793.88 ,8.23 ,862.00 ,0.70 ,0.00 ,0.00 ,3.24 ,8681.45 ,82401.02 ,32670.29 ,22518.60 
264.75 ,3520.25 ,24.09 ,687.47 ,3.15 ,820.30 ,0.74 ,0.00 ,0.02 ,2.36 ,6781.41 ,21334.65 ,8021.69 ,19208.01 
175.54 ,4095.00 ,34.58 ,872.35 ,2.61 ,818.06 ,0.61 ,0.00 ,0.02 ,7.19 ,12233.05 ,27535.21 ,22373.81 ,18410.53 
175.54 ,4579.00 ,3.76 ,714.27 ,-1.76 ,633.54 ,0.33 ,0.00 ,0.01 ,1.33 ,3188.89 ,23950.11 ,7338.09 ,8987.07 
